開始,終了,タイプ,放送局,配信サイト,時間,期間
2022-10-02,2023-01-08,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,日曜 17:00 - 17:30,2022年10月2日 - 2023年1月8日[141]
2022-10-11,2023-01-03,放送,AT-X,,火曜 22:00 - 22:30金曜 23:30 - 土曜 0:00,2022年10月11日 - 2023年1月3日（第1話 - 第11話）2023年1月13日（第12話[143]）
2022-11-05,2023-01-28,放送,アニマックス,,土曜 20:00 - 20:30,2022年11月5日 - 2023年1月28日
2023-01-06,2023-03-24,放送,BS11,,金曜 19:00 - 19:30,2023年1月6日 - 2023年3月24日
2022-10-02,,配信,,バンダイチャンネル,日曜 18:00 更新,2022年10月2日
2022-10-02,,配信,,ガンダムファンクラブ,日曜 18:00 更新,2022年10月2日
2022-10-02,,配信,,Hulu,日曜 18:00 更新,2022年10月2日
2022-10-02,,配信,,ABEMAビデオ（ABEMAプレミアム）,日曜 18:00 更新,2022年10月2日
2022-10-02,,配信,,U-NEXT,日曜 18:00 更新,2022年10月2日
2022-10-02,,配信,,dアニメストア,日曜 18:00 更新,2022年10月2日
2022-10-02,,配信,,Disney+,日曜 18:00 更新,2022年10月2日
2022-10-06,,配信,,ふらっと動画,木曜 12:00 更新,2022年10月6日
2022-10-06,,配信,,WOWOWオンデマンド,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,Amazon Prime Video,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,ひかりTV,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,アニメ放題,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,Netflix,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,dTV,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,FOD,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,Google Play,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,ビデオマーケット,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,GYAO!ストア,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,music.jp,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,Rakuten TV,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,HAPPY!動画,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,ニコニコチャンネル,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,TVer,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,MBS動画イズム,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,GYAO!,木曜 18:00 更新,2022年10月6日
2022-10-06,,配信,,ABEMA,木曜 18:00 - 18:30,2022年10月6日
2022-10-06,,配信,,ニコニコ生放送,木曜 23:00 - 23:30,2022年10月6日
2022-10-07,,配信,,TELASA,金曜 0:00（木曜深夜） 更新,2022年10月7日
2022-10-07,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜） 更新,2022年10月7日
2022-10-07,,配信,,milplus,金曜 0:00（木曜深夜） 更新,2022年10月7日
2022-10-07,,配信,,ムービーフルPlus,金曜 12:00 更新,2022年10月7日
2023-04-09,,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,日曜 17:00 - 17:30,2023年4月9日 -
2023-04-18,,放送,AT-X,,火曜 22:00 - 22:30,2023年4月18日 -
2023-05-06,,放送,アニマックス,,土曜 19:00 - 19:30,2023年5月6日 -
2023-04-09,,配信,,バンダイチャンネル,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,ガンダムファンクラブ,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,Hulu,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,ABEMAビデオ（ABEMAプレミアム）,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,U-NEXT,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,dアニメストア,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,Disney+,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,DMM TV,日曜 18:00 更新,2023年4月9日
2023-04-09,,配信,,アニメタイムズ,日曜 18:00 更新,2023年4月9日
2023-04-13,,配信,,ふらっと動画,木曜 12:00 更新,2023年4月13日
2023-04-13,,配信,,WOWOWオンデマンド,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,Amazon Prime Video,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,ひかりTV,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,アニメ放題,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,Netflix,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,FOD,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,Lemino,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,Google Play,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,ビデオマーケット,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,music.jp,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,Rakuten TV,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,HAPPY!動画,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,ニコニコチャンネル,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,TVer,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,MBS動画イズム,木曜 18:00 更新,2023年4月13日
2023-04-13,,配信,,ABEMA,木曜 18:00 - 18:30,2023年4月13日
2023-04-13,,配信,,ニコニコ生放送,木曜 22:30 - 23:00,2023年4月13日
2023-04-14,,配信,,TELASA,金曜 0:00（木曜深夜） 更新,2023年4月14日
2023-04-14,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜） 更新,2023年4月14日
2023-04-14,,配信,,milplus,金曜 0:00（木曜深夜） 更新,2023年4月14日
2023-04-14,,配信,,ムービーフルPlus,金曜 12:00 更新,2023年4月14日
