開始,終了,タイプ,放送局,配信サイト,時間
2022-01-09,2022-04-03,放送,朝日放送テレビ（幹事局）、メ〜テレ（製作参加）及びテレビ朝日系列全24局,,日曜 2:00 - 2:30（土曜深夜）
2022-01-10,2022-04-04,放送,BS11,,月曜 0:00 - 0:30（日曜深夜）
2022-01-12,2022-04-06,放送,AT-X,,水曜 23:00 - 23:30
2022-01-09,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,日曜 2:30（土曜深夜） 更新
2022-01-09,,配信,,ひかりTV,日曜 2:30（土曜深夜） 更新
2022-01-11,,配信,,Amazon Prime Video,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,U-NEXT,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,アニメ放題,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,ABEMA,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,バンダイチャンネル,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,GYAO!,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,dTV,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,FOD,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,ニコニコチャンネル,火曜 2:30（月曜深夜） 更新
2022-01-11,,配信,,TVer,火曜 12:00 更新
2022-01-11,,配信,,Hulu,火曜 12:00 更新
2022-01-11,,配信,,ニコニコ生放送,火曜 22:00 - 22:30
2022-01-13,,配信,,J:COMオンデマンド,木曜 0:00（水曜深夜） 更新
2022-01-13,,配信,,TELASA,木曜 0:00（水曜深夜） 更新
2022-01-13,,配信,,milplus,木曜 0:00（水曜深夜） 更新
