開始,終了,タイプ,放送局,配信サイト,時間
2020-04-05,2020-06-28,放送,AT-X,,日曜 23:30 - 月曜 0:00
2020-04-06,2020-06-29,放送,TOKYO MX,,月曜 0:30 - 1:00（日曜深夜）
2020-04-06,2020-06-29,放送,KBS京都,,月曜 0:45 - 1:15（日曜深夜）
2020-04-06,2020-06-29,放送,サンテレビ,,月曜 1:00 - 1:30（日曜深夜）
2020-04-07,2020-06-30,放送,BS日テレ,,火曜 0:00 - 0:30（月曜深夜）
2020-04-09,2020-07-02,放送,テレビ愛知,,木曜 2:05 - 2:35（水曜深夜）
2020-04-06,,配信,,AbemaTV,月曜 0:00 - 0:30（日曜深夜）
2020-04-09,,配信,,dアニメストア,木曜 0:30（水曜深夜） 更新
2020-04-11,,配信,,ニコニコ生放送,不明
2020-04-11,,配信,,ニコニコチャンネル,不明
2020-04-11,,配信,,ひかりTV,不明
2020-04-11,,配信,,GYAO!,不明
2020-04-11,,配信,,FOD,不明
2020-04-11,,配信,,バンダイチャンネル,不明
2020-04-11,,配信,,Hulu,不明
2020-04-11,,配信,,J:COMオンデマンド,不明
2020-04-11,,配信,,ビデオパス,不明
2020-04-11,,配信,,アニメ放題,不明
2020-04-11,,配信,,U-NEXT,不明
2020-04-11,,配信,,Amazonプライム・ビデオ,不明
2020-04-11,,配信,,Rakuten TV,不明
2020-04-11,,配信,,DMM.com,不明
2020-04-11,,配信,,ビデオマーケット,不明
2020-04-11,,配信,,HAPPY!動画,不明
2020-04-11,,配信,,クランクイン！ビデオ,不明
2020-04-11,,配信,,ムービーフルplus,不明
