開始,終了,タイプ,放送局,配信サイト,時間
2022-04-02,2022-06-18,放送,毎日放送,,土曜 2:25 - 2:55（金曜深夜）
2022-04-02,2022-06-18,放送,TBSテレビ,,土曜 2:25 - 2:55（金曜深夜）
2022-04-02,2022-06-18,放送,BS-TBS,,土曜 3:00 - 3:30（金曜深夜）
2022-04-04,2022-06-20,放送,AT-X,,月曜 23:30 - 火曜 0:00
2022-04-02,,配信,,ABEMA[39],土曜 23:00 - 23:30
2022-04-07,,配信,,アニメタイムズ,木曜 12:00 更新
2022-04-07,,配信,,dTV,木曜 12:00 更新
2022-04-08,,配信,,GYAO!,金曜 12:00 更新
2022-04-08,,配信,,TVer,金曜 12:00 更新
2022-04-08,,配信,,ニコニコチャンネル,金曜 12:00 更新
2022-04-08,,配信,,アニメ放題,金曜 12:00 更新
2022-04-08,,配信,,Amazon Prime Video,金曜 12:00 更新
2022-04-08,,配信,,FOD,金曜 12:00 更新
2022-04-08,,配信,,MBS動画イズム,金曜 12:00 更新
2022-04-08,,配信,,dアニメストア,金曜 12:00 更新
2022-04-08,,配信,,Netflix,金曜 12:00 更新
2022-04-08,,配信,,バンダイチャンネル,金曜 12:00 更新
2022-04-08,,配信,,Hulu,金曜 12:00 更新
2022-04-08,,配信,,U-NEXT,金曜 12:00 更新
2022-04-08,,配信,,WOWOWオンデマンド,金曜 12:00 更新
2022-04-08,,配信,,GYAO!ストア,金曜 12:00 更新
2022-04-08,,配信,,Google Play,金曜 12:00 更新
2022-04-08,,配信,,DMM.com,金曜 12:00 更新
2022-04-08,,配信,,HAPPY!動画,金曜 12:00 更新
2022-04-08,,配信,,Video Market,金曜 12:00 更新
2022-04-08,,配信,,music.jp,金曜 12:00 更新
2022-04-08,,配信,,Rakuten TV,金曜 12:00 更新
2022-04-08,,配信,,ニコニコ生放送,金曜 22:30 - 23:00
2022-04-09,,配信,,auスマートパスプレミアム,土曜 0:00（金曜深夜） 更新
2022-04-09,,配信,,TELASA,土曜 0:00（金曜深夜） 更新
2022-04-09,,配信,,J:COMオンデマンド,土曜 0:00（金曜深夜） 更新
2022-04-09,,配信,,milplus,土曜 0:00（金曜深夜） 更新
2022-04-14,,配信,,ふらっと動画,木曜 12:00 更新
