開始,終了,タイプ,放送局,配信サイト,時間,期間
2017-01-12,2017-04-06,放送,TOKYO MX,,木曜 0:00 - 0:30（水曜深夜）,2017年1月12日 - 4月6日
2017-01-12,2017-04-06,放送,テレビ愛知,,木曜 2:05 - 2:35（水曜深夜）,2017年1月12日 - 4月6日
2017-01-12,2017-04-06,放送,朝日放送,,木曜 2:14 - 2:44（水曜深夜）,2017年1月12日 - 4月6日
2017-01-13,2017-04-07,放送,BS11,,金曜 0:00 - 0:30（木曜深夜）,2017年1月13日 - 4月7日
2017-01-12,,配信,,AbemaTV,木曜 22:00 - 22:30,2017年1月12日
2017-01-13,,配信,,ニコニコ生放送,金曜 23:30 - 土曜 0:00,2017年1月13日
2017-01-14,,配信,,GYAO!,土曜 0:00（金曜深夜） 更新,2017年1月14日
2017-01-14,,配信,,dアニメストア,土曜 12:00 更新,2017年1月14日
2017-01-14,,配信,,U-NEXT,土曜 12:00 更新,2017年1月14日
2017-01-14,,配信,,アニメ放題,土曜 12:00 更新,2017年1月14日
2017-01-14,,配信,,ニコニコチャンネル,土曜 12:00 更新,2017年1月14日
2017-01-15,,配信,,ビデオパス,日曜 0:00（土曜深夜） 更新,2017年1月15日
2017-01-15,,配信,,FOD,日曜 0:00（土曜深夜） 更新,2017年1月15日
2017-01-15,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新,2017年1月15日
2021-07-08,2021-09-23,放送,TOKYO MX,,木曜 0:00 - 0:30（水曜深夜）,2021年7月8日 - 9月23日
2021-07-08,2021-09-23,放送,朝日放送テレビ,,木曜 2:14 - 2:44（水曜深夜）,2021年7月8日 - 9月23日
2021-07-08,2021-09-23,放送,テレビ愛知,,木曜 2:35 - 3:05（水曜深夜）,2021年7月8日 - 9月23日
2021-07-09,2021-09-24,放送,BS11,,金曜 0:00 - 0:30（木曜深夜）,2021年7月9日 - 9月24日
2021-07-10,2021-09-25,放送,AT-X,,土曜 21:00 - 21:30,2021年7月10日 - 9月25日
2021-07-08,,配信,,dアニメストア,木曜 21:00 更新,2021年7月8日
2021-07-10,,配信,,Netflix,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,Amazon Prime Video,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,U-NEXT,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,アニメ放題,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,TVer,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,ABEMA,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,Hulu,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,バンダイチャンネル,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,GYAO!,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,FOD,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,ニコニコ,土曜 21:00 更新,2021年7月10日
2021-07-10,,配信,,ひかりTV,土曜 21:00 更新,2021年7月10日
2021-07-11,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新,2021年7月11日
2021-07-11,,配信,,TELASA,日曜 0:00（土曜深夜） 更新,2021年7月11日
2021-07-11,,配信,,みるプラス,日曜 0:00（土曜深夜） 更新,2021年7月11日
