id,rows_count,user_mean
2020-01-0,20,316.6923076923077
2020-10-177,20,268.1666666666667
2020-07-119,20,235.83333333333331
2021-10-378,20,227.0
2021-07-318,20,224.75
2022-07-527,20,215.75
2020-07-117,20,178.16666666666666
2023-01-642,20,160.25
2022-01-411,20,134.16
2021-07-328,20,121.58333333333331
2021-07-311,20,110.84615384615384
2022-10-551,20,103.53846153846152
2023-01-600,20,90.3846153846154
2020-04-72,20,75.3076923076923
2023-01-620,20,68.93333333333334
2022-01-441,20,63.25
2023-01-617,20,62.833333333333336
2020-01-22,20,50.16666666666666
2023-01-601,20,40.69230769230769
2022-01-403,20,39.875
2021-01-234,20,27.0
2023-01-639,20,10.7
2021-01-214,19,312.25
2020-10-148,19,283.0769230769231
2020-10-170,19,255.41666666666663
2020-10-142,19,182.58333333333331
2020-01-37,19,174.08333333333334
2020-10-151,19,167.69230769230768
2022-04-487,19,161.6153846153846
2022-04-477,19,152.0
2021-01-210,19,150.16666666666666
2021-01-215,19,116.36363636363636
2022-07-517,19,98.5
2021-07-323,19,96.15384615384616
2020-01-1,19,90.41666666666669
2023-01-610,19,83.0
2021-10-383,19,80.6923076923077
2021-01-231,19,78.08333333333333
2022-07-497,19,61.8
2020-01-18,19,59.96
2021-01-223,19,49.66666666666666
2023-01-623,19,35.76923076923077
2022-04-478,18,468.2307692307692
2020-10-173,18,453.75
2020-04-49,18,286.0833333333333
2021-07-319,18,231.92307692307693
2022-10-557,18,171.45454545454547
2020-04-81,18,161.2941176470588
2020-01-35,18,153.08333333333334
2020-01-19,18,150.75
2020-10-164,18,147.16666666666666
2020-07-103,18,136.3846153846154
2022-01-410,18,126.58333333333331
2022-04-492,18,124.1
2021-10-384,18,115.33333333333331
2022-09-545,18,106.3076923076923
2021-10-394,18,100.25
2020-01-28,18,87.41666666666667
2021-07-334,18,70.5
2020-07-126,18,70.25
2021-10-370,18,63.5
2022-10-577,18,62.5
2020-04-86,18,62.12
2020-10-167,18,44.333333333333336
2021-07-324,18,43.85714285714285
2020-10-160,18,33.833333333333336
2020-01-39,18,26.33333333333333
2021-01-197,18,22.08333333333333
2021-10-393,17,533.92
2020-01-36,17,405.1666666666667
2022-01-416,17,325.3333333333333
2020-10-137,17,303.6923076923077
2020-07-104,17,228.125
2022-01-419,17,180.07692307692307
2022-07-540,17,140.5
2020-01-24,17,120.9090909090909
2020-10-174,17,103.36363636363636
2022-10-592,17,80.81818181818181
2020-10-133,17,62.66666666666666
2020-04-73,17,54.083333333333336
2020-10-181,17,52.16666666666666
2020-01-41,17,52.0
2020-07-108,17,52.0
2020-04-77,17,39.91666666666666
2020-10-182,17,12.153846153846152
2020-01-43,16,2001.7857142857144
2022-10-576,16,499.0
2021-07-330,16,288.9166666666667
2020-07-107,16,93.41666666666669
2022-01-407,16,75.92857142857143
2021-10-364,16,60.66666666666666
2020-10-179,16,44.16666666666666
2021-01-230,16,35.833333333333336
2021-07-312,15,81.25
2020-07-127,15,48.66666666666666
2020-04-55,15,47.94736842105263
2022-10-574,15,39.46153846153846
2021-07-332,15,14.923076923076923
2022-10-584,14,18.75
2020-10-180,14,11.0
2022-04-485,14,1.1
2021-10-397,13,254.75
2020-04-52,13,105.0
2020-04-50,13,87.38461538461539
2022-07-539,13,75.36363636363636
2023-01-621,13,64.6923076923077
2020-10-135,12,418.9166666666667
2022-01-438,12,321.09090909090907
2020-04-69,12,22.0
2022-04-467,12,12.32
2020-01-5,11,61.75
2021-01-204,11,40.41666666666666
2020-10-157,9,10.75
2021-06-306,8,68.4375
2021-01-201,8,3.1666666666666665
2021-01-225,8,1.0
2020-01-27,7,239.1315789473684
2020-01-9,3,18.875
2020-01-21,3,17.136363636363637
2022-01-440,3,8.838709677419354
2020-04-92,2,202.75
2022-10-578,2,191.75
2021-07-313,2,168.69230769230768
2023-01-637,2,139.75
2021-01-229,2,72.5
2020-01-8,2,42.46153846153846
2020-01-12,2,19.33333333333333
2020-01-7,1,647.75
2022-10-552,1,551.25
2022-08-542,1,389.25
2020-01-26,1,346.5833333333333
2020-07-120,1,294.75
2020-01-2,1,287.61538461538464
2021-02-241,1,266.375
2022-01-413,1,247.83333333333331
2023-01-611,1,160.21428571428572
2020-01-30,1,86.33333333333333
2023-01-607,1,81.33333333333333
2020-01-17,1,79.5
2020-01-38,1,79.33333333333333
2020-04-56,1,76.66666666666667
2020-01-23,1,52.8
2020-04-53,1,51.583333333333336
2020-04-91,1,46.04
2020-01-16,1,26.466666666666665
2021-02-244,1,21.5
2022-10-565,1,18.384615384615383
2020-10-161,1,5.846153846153846
2020-07-100,1,2.925925925925926
2020-04-59,1,0.1538461538461538
2021-07-327,0,284.9166666666667
2021-01-192,0,244.7692307692308
2021-01-203,0,200.58333333333331
2020-10-132,0,184.36
2021-12-402,0,174.0
2021-10-361,0,165.04166666666666
2022-10-546,0,150.0
2021-01-199,0,107.0
2022-07-536,0,103.91666666666669
2021-10-354,0,94.08333333333331
2020-10-143,0,66.58333333333333
2021-01-193,0,58.833333333333336
2022-04-462,0,48.22222222222222
2020-10-162,0,39.16666666666666
2020-10-171,0,29.88888888888889
2020-04-83,0,15.833333333333334
2020-10-169,0,0.25
