user_id,average_interval,tweet_count
1005854686400790528,988.6666666666666,3
1007876230262034433,427.6666666666667,3
1021325721564688386,646.0,2
1022119477868036096,863.0,2
1048149655656124416,697.0,2
107485402,286.5,2
107975416,472.5,4
1112298224193171456,271.0,3
1112385046957047811,280.2105263157895,19
111298744,324.3333333333333,3
111473908,941.0,2
112161608,848.3333333333334,3
1157949974820208640,486.6666666666667,3
1162733071063322624,521.0,11
1176661310244708353,438.5,2
1180236373065814016,524.5,2
118084932,463.0,3
1181561139156541441,522.4705882352941,17
1184143591523811328,672.5,2
1185402963595935746,496.54545454545456,11
1185492006799212544,858.0,3
1188078468086386692,488.0,2
1188457463961415687,215.33333333333334,6
1190608512868442112,356.3333333333333,9
1190829297520431104,320.1111111111111,27
1198218749959999489,786.5,2
1198509740315201536,296.3076923076923,13
1207955642905817088,1584.0,2
1209460120746258433,91.5,2
1209847558568153088,398.5,10
1212538914616967168,598.0,2
1212704222048735233,761.0,2
1212979819853467648,107.0,2
1214559740656635906,652.6,5
1224100510392713216,741.5,2
1224482935576788992,254.0,2
1228877708249030657,752.6666666666666,3
1230789289971081217,796.0,2
1231115435996614656,4.0,2
1231202700223643650,607.7142857142857,7
1247106702320623616,301.3333333333333,3
1251537261079846915,451.3333333333333,6
1255766836513091584,511.125,8
1261826587978117120,687.6666666666666,3
1263604238531227648,314.625,8
1265245466557476864,128.5,4
1266369759811006472,202.32142857142858,28
1269589995959906305,288.75,4
1277835718920769536,709.0,2
1281098329196126209,1087.5,2
1283337035713884160,512.75,4
1308301288271220737,488.25,12
1317127677665370113,1102.0,2
1317939670320259072,729.25,4
1341808111934263296,409.5,2
1352934367669063680,632.5,2
1367335946681602050,844.8333333333334,6
1381460535313526784,231.75,16
1387366012283068416,319.8076923076923,26
1388278483,921.75,4
1390283186551230468,860.5,2
1392080979448107019,572.25,4
1394174546710646784,198.66666666666666,3
1396696270702452740,196.4,65
1396820986587017225,305.0,2
1399570860311158794,141.0,4
1406177508232372229,139.2,5
1407712611982970885,334.5,2
1409151873056002049,671.3333333333334,6
1411875281602703362,241.0,2
1411876601352974337,11.0,2
1412548109951856642,857.6666666666666,3
1415148465689042954,566.0,7
1415190956240900097,486.7368421052632,38
1420354920193007619,822.0,5
1424313336578023425,373.8,5
1425723906288099328,820.6888888888889,45
1426907233284096004,80.0,7
1427180737250299904,327.9166666666667,12
1427434875691233288,389.2,5
1429586112121479168,609.0,6
1431995407601573889,420.0,5
1437711892235968514,826.6,5
144221660,148.5,2
1442337762758127623,553.5,2
1443746702578446337,361.4,5
1444899803792482307,499.6666666666667,3
1450003013490262017,171.35294117647058,17
1451217358756876291,218.0,2
1452176435955724288,288.5,2
1453890276351643653,218.33333333333334,9
1454082220772126721,155.25,12
1455506044776448006,662.7142857142857,7
1457901347437948929,180.5,6
1458262603990388741,214.21428571428572,14
1458277486241128448,848.0,3
1459677801498705920,240.0,2
146072434,134.33333333333334,3
1461615438996164615,285.0,2
1461674804466102274,528.0,2
1463328276881887234,690.0,2
1465087605566246913,344.3333333333333,6
146846882,452.1,10
1473216513100619784,160.0,2
1477122919973388288,700.0,3
1477137520068820993,201.0,3
1478595325086806017,203.5,2
1486059500599910400,680.75,4
1486670233,728.5,2
1489110351593426945,240.5,2
1494738869417246721,221.8139534883721,43
1503389716334649346,165.44444444444446,9
1508705947106963458,145.0,4
158403919,627.0,2
1614003896,135.5,2
1644738979,584.5,2
1672184269,142.28571428571428,7
171845386,284.5,2
177906937,349.6666666666667,3
183185254,336.1111111111111,9
1947409830,329.0,2
212946040,752.0000000000001,2
214393076,366.2,10
2199862123,772.75,4
223521974,364.0,3
2287540099,833.0,2
2313781500,532.0,2
2364458942,179.33333333333334,3
2413268358,150.0,2
260767468,612.5,2
2682471415,719.0,2
2726356118,343.8333333333333,6
2770589538,739.3333333333334,3
300119699,495.0,6
301919946,312.5,2
3034356121,113.41666666666667,12
306239569,275.6666666666667,9
3140813787,496.5,2
3312665059,1018.0,3
339728766,760.6666666666666,3
3543191054,135.4,5
3749486778,85.53846153846153,13
3759065233,502.0,2
37660017,384.0,4
3963371172,338.5,2
4086213854,668.3333333333334,3
430275025,728.3333333333334,3
4439560224,784.4,10
462518942,716.2,15
579663198,681.0,3
59132079,300.8333333333333,6
70850937,488.3333333333333,9
712504192363921408,229.4,5
717206768,181.33333333333334,3
718028748,782.5,22
730244904,317.6875,48
736954051288408065,335.3333333333333,3
76346207,266.5,4
795959343308935172,370.6190476190476,42
813591811,435.7692307692308,13
820139866453381120,463.5,2
829496494554173440,355.5238095238095,21
855964391769911296,162.0,2
877118976702029825,428.875,8
881314246453207040,426.2857142857143,7
93023534,292.0,5
960859621572337664,836.5,2
98165636,545.0,2
985733067292594176,249.5,16
986137489,461.5,8
987632406646603777,361.0769230769231,13
997085608253124609,459.75,4
