user_id,average_interval,tweet_count
1055023748477214727,537.0,2
1067933510545985536,1016.0,2
1068887732003332097,590.3333333333334,3
1086261914907230208,1225.0,2
1092788848386424834,694.3333333333334,6
1099190537695842304,493.0,8
1123536784065826817,1203.0,2
1147500506035572736,420.5,2
1157462222035013632,882.7777777777778,9
116171332,664.0,3
1162971553476177921,350.00000000000006,2
1169666439206199296,757.4,15
1182586219638558720,476.5,2
1187593999793586176,451.9,10
1202951994702352384,592.0,2
1207955642905817088,790.0,2
1210823119327227905,316.3333333333333,3
1219222045776474115,283.0,3
1223185392284790785,250.0,2
1228877708249030657,214.5,2
1229955132881657857,571.5555555555555,9
1230789289971081217,227.36363636363637,11
1231924033303638017,408.0,2
1240972216776265728,277.3333333333333,3
1258181663709728768,497.0,2
1263105251202101251,543.8,5
1266388110151053313,191.66666666666666,3
1286980828447178752,37.08,25
1287195431529664515,35.81481481481482,27
1289453313176420353,1164.5,2
1289903794835214340,186.5,2
1292486203724374016,600.4285714285714,7
1303363488643821568,374.25,4
1304965056501669888,334.75,4
1309062866151133185,521.5,6
1309462530,647.3333333333334,3
1313441918127284225,618.5,4
1313960888043556865,286.6666666666667,3
1314594097240313856,461.42857142857144,7
1320337153759477760,537.0,2
1330298060786835462,511.0,3
1330728959030349824,493.5,2
1331556500,617.0,7
1333406182841585664,503.6666666666667,3
1338327502440165377,525.0,3
1339800242909184001,199.0,2
1347530713168429060,484.3333333333333,3
1352963791567286272,683.0,10
1364036162726191106,419.5,2
1379767342696034310,62.75,8
1385766101473062917,45.0,2
1392716633513226240,663.5,2
1394507191030145024,371.3333333333333,3
1398182978040197121,821.6,5
1408547520729391104,39.0,4
1413533966682837001,675.625,16
1414555543700590604,628.1714285714286,35
1415148465689042954,366.62,50
1415266618368618499,766.0,2
1420979416885194753,258.5,2
1424313336578023425,613.0,2
1427009520362946560,231.5,2
142921471,16.5,4
1436133018523947009,8.0,4
1439677933111558148,245.66666666666666,3
1442753935769411586,249.0,5
1450806305766010884,195.0,2
1452940211411841032,784.5,2
1453779106005282817,456.6666666666667,3
1456925138453426176,641.25,4
1457906009671073792,521.6666666666666,6
1460440947528171525,547.5,2
1461341106314964993,613.6071428571429,28
1470244074875920386,198.5,2
1476135639427198978,512.75,8
1477322699924189184,459.5,2
1478972730783707137,635.5,4
1482157636032565249,536.0,2
1486670233,239.45454545454547,11
1492302998512410627,651.0,5
1506605327470379016,733.25,4
1509397603435180032,1116.0980392156862,51
151837889,388.5,2
1529114160956870656,307.50000000000006,2
1529267014723784704,402.3333333333333,3
1529997027408375808,91.5,4
1536204943060660224,580.3333333333334,6
1549683054389903360,598.0,2
1551151227060494337,823.6666666666666,3
1555824550520430592,677.3333333333334,3
1557385713595056129,74.22222222222223,9
1560319224253296641,128.5,2
1561036933,650.0,3
1568525837322047488,716.25,4
1572093794836938753,856.5,4
1628384691870113793,22.0,3
172565251,1.0,2
1973774988,250.7,10
2323542650,532.1875,16
247720955,542.84,25
263579094,18.333333333333332,3
264273768,641.5,4
265931564,954.5,2
274887389,670.3333333333334,3
2884427239,313.8333333333333,6
298062003,108.91666666666667,12
3252420487,90.5,2
340745089,840.2,5
373687679,3.3333333333333335,3
441771401,422.5,4
601513767,299.5,2
705399315976495104,229.25000000000003,4
70622589,41.8,5
787809594785488896,857.5,4
901433157349593092,1173.0,2
90856897,907.5,2
912659941348884480,811.0,2
928276833287651330,561.7857142857143,28
934278581189984256,755.3,10
936043477,131.5,2
938958815915008000,231.8,5
981916530521731072,544.5,2
984266194881363968,311.0,2
986436397,687.5,2
986551369,639.5,2
997577560354533376,384.0,2
998094347521343489,1060.5,2
