user_id,average_interval,tweet_count
1000908353097232384,755.6666666666666,3
1003027855565967361,868.75,4
1007780474649915393,436.0,3
104863279,486.5,2
1070952721,937.0,3
107739700,557.0,4
1079408326423719936,860.1428571428571,7
1089748551792381952,743.5,2
109854237,657.0714285714286,14
1102080137837797376,841.2857142857143,7
1104348996007452672,443.1333333333333,15
1106061641026682881,465.67247386759584,287
1106696317265281024,80.3157894736842,19
1111640213766303744,93.9010989010989,182
1119876582808539136,783.6666666666666,3
1121376876507701250,164.06666666666666,30
1121385845414514688,653.0,3
1138467521722322944,198.95,60
1144818448037363719,641.2735042735043,117
1145644125787525127,624.8181818181819,11
1162653822306492417,912.1176470588235,34
1165595644490219520,621.0,2
1168522976834146304,609.8387096774194,31
1172577655176040448,683.8888888888889,9
1173462763076608000,921.0,2
1173950938177892352,514.0,2
1192223591095394304,672.6666666666666,12
119717892,722.75,4
1203470863024025601,939.0,2
1203976716240052224,127.5,6
1208271430346952705,221.5,2
1213850760263299072,296.3333333333333,3
1215990307981914112,448.25,12
1223311551144153088,454.5,2
1233926357882560512,267.0,2
1236207279701032962,99.27272727272727,33
1241026991844814849,154.78571428571428,14
1242081603888660481,387.0,2
1242173602901807104,42.68852459016394,183
1244241895397552135,0.9821428571428571,56
1245060748490891265,106.8,10
1251463461084618753,44.603960396039604,101
1251470533138341890,410.75,4
1255040119637045250,594.0,6
125693059,1010.0,2
1256936044454264832,103.0695652173913,115
1258590817733627904,536.5,10
1277153030282940417,414.5,2
1286980828447178752,45.59375,128
1291604193090744322,231.0,2
129270328,238.77777777777777,18
1310152377643589633,843.5,2
1313831671171485696,155.125,8
1318274264869470208,156.75,16
1324996991923838977,164.55172413793105,58
1330070939288137730,200.5,2
1337456345730015233,393.42857142857144,84
1345181115884032000,666.1949152542373,118
1349004215918731286,384.6,5
1355486684889006081,90.73333333333333,15
1357239106409877504,1104.3333333333333,3
1363158156575006723,211.28571428571428,7
1368156849858519043,501.6666666666667,3
1369715081802514432,250.3793103448276,29
1372780135229788180,470.75,4
1373065232956887040,506.9259259259259,27
138114118,861.0,2
1393300303441629184,938.7142857142857,21
1396696270702452740,316.0,2
1403524505775927298,238.82608695652175,23
1410198526185807874,1048.0,2
1423247467538124800,1212.0,2
1423578787896172545,147.5,2
142926584,1101.0,4
1431262990095978496,1066.75,4
1431504355753017346,268.3333333333333,6
1432329520829255681,436.3333333333333,3
1439218456130293764,158.11111111111111,9
1447789713817944068,329.1666666666667,12
1453729444812640261,504.25,4
1456291229272993799,244.125,24
1457219338239606784,1028.8235294117646,17
1459468673429966849,1262.4,5
1468561655965827073,943.0,2
1476429202153177091,271.5,2
1476514730663899143,550.6857142857143,35
1482250138403753987,354.77016129032256,248
1487039151937507330,1092.0,12
1487399730057334786,309.0,41
1487634850886881280,426.51724137931035,29
1487986489434984451,424.5,8
1489648232011497472,730.5,4
1490320919826677761,581.0,13
1492872326631026690,668.3333333333334,6
1493075977282355200,826.4,5
1494313542736314369,470.75,8
1496738423645691910,895.0,2
1496863601469976577,1111.0,8
1499811206630023169,643.4761904761905,42
1501754787842256896,517.0,2
1501912240731033600,1060.5,4
1506303176734961667,279.2857142857143,14
1507588028440539139,384.0,2
163527328,180.0,3
1696132052,206.5,2
189458561,468.0,9
1949208846,43.666666666666664,3
2208515562,520.5,44
2380691000,910.8461538461538,13
2426256812,799.5,2
2446413781,424.0,2
2665092121,898.4,5
2794358374,290.5,12
2966206716,184.5,4
2989816587,649.75,8
3011059706,198.02702702702703,37
306239569,308.5,4
3092854820,171.71875,32
3144406084,592.8,5
320574775,206.5,2
3263251093,73.0,3
32893785,457.8,15
3300552924,576.9142857142857,35
3305630262,418.0,15
3305744239,427.5,2
336851493,843.0,2
34128810,342.7391304347826,23
3749486778,50.82142857142857,56
4507692192,1246.0,2
4771634114,878.5,2
483757127,143.95,20
534907715,327.5,4
583770353,246.0,2
62103993,479.4375,16
714013545977909248,506.0,5
715130057010716676,787.1428571428571,7
71725109,280.52,25
725878906943762433,271.70588235294116,17
757566978043228160,12.0,3
761891407904727040,1071.0,2
764961509273329664,5.75,44
769489904162091009,192.06451612903226,62
775834083624488961,812.75,4
777898935104917504,329.8421052631579,19
790001321088737280,447.4,15
794750441934327808,1243.0,5
818468522032439296,278.22222222222223,9
825391995468210177,118.5,6
829496494554173440,314.0,3
830343828334710784,451.875,8
835522792342761472,92.6,25
853193909903556608,241.75,4
859376027784445954,424.42857142857144,7
883226806874103808,47.0,5
887895852,653.5,2
903342036,1334.3333333333333,3
907881275498700801,397.0,15
916016849405358080,93.66666666666667,141
933452273639833601,1396.5,2
933650110491193345,197.0,3
936043477,158.5,4
937609684520808448,431.6666666666667,3
942025810449272833,789.8,5
948153976406413313,273.0,3
966697844789817346,499.54545454545456,11
970941691308916736,329.3333333333333,12
97169805,1271.6666666666667,3
982216985835483141,374.0,18
982953002800594944,306.0,5
990844625878368257,783.3703703703703,27
99292266,330.0,3
