date,tweet_users_count,tweet_count,tweet_ratio,week
2021-01-11,674,1265,1.8768545994065282,Week 1
2021-01-18,641,1085,1.6926677067082683,Week 2
2021-01-25,699,1222,1.748211731044349,Week 3
2021-02-01,529,955,1.8052930056710774,Week 4
2021-02-08,542,846,1.5608856088560885,Week 5
2021-02-15,477,804,1.6855345911949686,Week 6
2021-02-22,543,919,1.6924493554327809,Week 7
2021-03-01,542,976,1.8007380073800738,Week 8
2021-03-08,472,798,1.6906779661016949,Week 9
2021-03-15,463,795,1.7170626349892009,Week 10
2021-03-22,600,1008,1.68,Week 11
2021-03-29,248,352,1.4193548387096775,Week 12
2021-04-05,191,271,1.418848167539267,Week 13
2021-04-12,66,89,1.3484848484848484,Week 14
2021-04-19,110,146,1.3272727272727274,Week 15
2021-04-26,118,190,1.6101694915254237,Week 16
2021-05-03,93,174,1.8709677419354838,Week 17
2021-05-10,73,117,1.6027397260273972,Week 18
2021-05-17,121,178,1.4710743801652892,Week 19
2021-05-24,60,106,1.7666666666666666,Week 20
2021-05-31,72,122,1.6944444444444444,Week 21
2021-06-07,100,162,1.62,Week 22
2021-06-14,102,204,2.0,Week 23
