date,tweet_users_count,tweet_count,tweet_ratio,week
2021-12-05,4246,8066,1.8996702779086199,Week 1
2021-12-12,2985,5336,1.7876046901172529,Week 2
2021-12-19,2667,4531,1.69891263592051,Week 3
2021-12-26,2715,22768,8.386003683241253,Week 4
2022-01-02,2326,8458,3.6362854686156494,Week 5
2022-01-09,2976,5023,1.6878360215053763,Week 6
2022-01-16,2975,5223,1.7556302521008402,Week 7
2022-01-23,2852,5191,1.8201262272089762,Week 8
2022-01-30,3099,5355,1.7279767666989352,Week 9
2022-02-06,4181,7014,1.677589093518297,Week 10
2022-02-13,5116,8750,1.7103205629397966,Week 11
2022-02-20,2795,4682,1.6751341681574239,Week 12
2022-02-27,1942,3650,1.8795056642636456,Week 13
2022-03-06,1454,2722,1.8720770288858322,Week 14
2022-03-13,1764,3099,1.7568027210884354,Week 15
2022-03-20,1655,2734,1.651963746223565,Week 16
2022-03-27,1258,2361,1.8767885532591415,Week 17
2022-04-03,1080,2145,1.9861111111111112,Week 18
2022-04-10,958,1682,1.755741127348643,Week 19
2022-04-17,1219,2087,1.712059064807219,Week 20
2022-04-24,920,1547,1.6815217391304347,Week 21
2022-05-01,825,1394,1.6896969696969697,Week 22
2022-05-08,1028,1720,1.6731517509727627,Week 23
