date,tweet_users_count,tweet_count,tweet_ratio,week
2022-04-11,358,905,2.5279329608938546,Week 1
2022-04-18,309,777,2.5145631067961167,Week 2
2022-04-25,345,851,2.466666666666667,Week 3
2022-05-02,446,965,2.163677130044843,Week 4
2022-05-09,338,766,2.2662721893491122,Week 5
2022-05-16,320,698,2.18125,Week 6
2022-05-23,405,1003,2.476543209876543,Week 7
2022-05-30,351,865,2.4643874643874644,Week 8
2022-06-06,333,739,2.219219219219219,Week 9
2022-06-13,344,847,2.4622093023255816,Week 10
2022-06-20,775,2080,2.6838709677419357,Week 11
2022-06-27,181,282,1.558011049723757,Week 12
2022-07-04,90,157,1.7444444444444445,Week 13
2022-07-11,107,216,2.0186915887850465,Week 14
2022-07-18,84,140,1.6666666666666667,Week 15
2022-07-25,60,109,1.8166666666666667,Week 16
2022-08-01,77,122,1.5844155844155845,Week 17
2022-08-08,60,108,1.8,Week 18
2022-08-15,56,96,1.7142857142857142,Week 19
2022-08-22,72,123,1.7083333333333333,Week 20
2022-08-29,50,82,1.64,Week 21
2022-09-05,68,122,1.7941176470588236,Week 22
2022-09-12,70,112,1.6,Week 23
2022-09-19,60,134,2.2333333333333334,Week 24
2022-09-26,71,109,1.5352112676056338,Week 25
