date,tweet_users_count,tweet_count,tweet_ratio,week
2022-01-08,352,832,2.3636363636363638,Week 1
2022-01-15,243,577,2.374485596707819,Week 2
2022-01-22,258,627,2.4302325581395348,Week 3
2022-01-29,251,664,2.645418326693227,Week 4
2022-02-05,296,936,3.1621621621621623,Week 5
2022-02-12,413,1164,2.818401937046005,Week 6
2022-02-19,286,822,2.874125874125874,Week 7
2022-02-26,289,923,3.1937716262975777,Week 8
2022-03-05,377,1248,3.310344827586207,Week 9
2022-03-12,335,1087,3.244776119402985,Week 10
2022-03-19,393,1400,3.5623409669211195,Week 11
2022-03-26,581,1962,3.3769363166953528,Week 12
2022-04-02,261,1037,3.9731800766283527,Week 13
2022-04-09,179,787,4.396648044692737,Week 14
2022-04-16,166,773,4.656626506024097,Week 15
2022-04-23,192,875,4.557291666666667,Week 16
2022-04-30,184,880,4.782608695652174,Week 17
2022-05-07,229,890,3.88646288209607,Week 18
2022-05-14,197,749,3.802030456852792,Week 19
2022-05-21,226,937,4.146017699115045,Week 20
2022-05-28,208,1064,5.115384615384615,Week 21
2022-06-04,470,1772,3.7702127659574467,Week 22
2022-06-11,472,1638,3.4703389830508473,Week 23
2022-06-18,371,2097,5.652291105121294,Week 24
2022-06-25,363,1840,5.068870523415978,Week 25
