date,tweet_users_count,tweet_count,tweet_ratio,week
2023-01-06,601,1459,2.427620632279534,Week 1
2023-01-13,746,1601,2.1461126005361932,Week 2
2023-01-20,659,1425,2.1623672230652504,Week 3
2023-01-27,686,1439,2.097667638483965,Week 4
2023-02-03,699,1574,2.251788268955651,Week 5
2023-02-10,940,2076,2.2085106382978723,Week 6
2023-02-17,575,1379,2.3982608695652172,Week 7
2023-02-24,582,1255,2.156357388316151,Week 8
2023-03-03,770,1610,2.090909090909091,Week 9
2023-03-10,602,1031,1.712624584717608,Week 10
2023-03-17,480,1013,2.1104166666666666,Week 11
2023-03-24,791,1838,2.323640960809102,Week 12
2023-03-31,758,1819,2.399736147757256,Week 13
2023-04-07,501,1195,2.385229540918164,Week 14
2023-04-14,1038,2302,2.2177263969171483,Week 15
2023-04-21,539,1521,2.8218923933209648,Week 16
2023-04-28,874,2243,2.566361556064073,Week 17
2023-05-05,495,1466,2.9616161616161616,Week 18
2023-05-12,476,1333,2.8004201680672267,Week 19
2023-05-19,529,1380,2.608695652173913,Week 20
2023-05-26,641,1655,2.581903276131045,Week 21
2023-06-02,431,1278,2.965197215777262,Week 22
2023-06-09,1012,2417,2.3883399209486167,Week 23
2023-06-16,571,1702,2.9807355516637477,Week 24
2023-06-23,734,2045,2.7861035422343323,Week 25
