date,tweet_users_count,tweet_count,tweet_ratio,week
2021-10-04,382,777,2.0340314136125652,Week 1
2021-10-11,288,540,1.875,Week 2
2021-10-18,259,458,1.7683397683397684,Week 3
2021-10-25,269,502,1.8661710037174721,Week 4
2021-11-01,280,521,1.8607142857142858,Week 5
2021-11-08,396,655,1.654040404040404,Week 6
2021-11-15,449,794,1.7683741648106903,Week 7
2021-11-22,370,640,1.7297297297297298,Week 8
2021-11-29,468,784,1.6752136752136753,Week 9
2021-12-06,408,739,1.8112745098039216,Week 10
2021-12-13,491,883,1.7983706720977597,Week 11
2021-12-20,526,1044,1.984790874524715,Week 12
2021-12-27,228,500,2.192982456140351,Week 13
2022-01-03,159,259,1.628930817610063,Week 14
2022-01-10,168,238,1.4166666666666667,Week 15
2022-01-17,110,179,1.6272727272727272,Week 16
2022-01-24,108,156,1.4444444444444444,Week 17
2022-01-31,103,155,1.5048543689320388,Week 18
2022-02-07,85,126,1.4823529411764707,Week 19
2022-02-14,72,109,1.5138888888888888,Week 20
2022-02-21,71,111,1.5633802816901408,Week 21
2022-02-28,73,140,1.917808219178082,Week 22
2022-03-07,129,292,2.2635658914728682,Week 23
2022-03-14,91,150,1.6483516483516483,Week 24
2022-03-21,130,229,1.7615384615384615,Week 25
