date,tweet_users_count,tweet_count,tweet_ratio,week
2020-01-06,629,974,1.548489666136725,Week 1
2020-01-13,481,709,1.474012474012474,Week 2
2020-01-20,441,693,1.5714285714285714,Week 3
2020-01-27,518,885,1.7084942084942085,Week 4
2020-02-03,482,856,1.7759336099585061,Week 5
2020-02-10,407,656,1.6117936117936118,Week 6
2020-02-17,350,560,1.6,Week 7
2020-02-24,396,638,1.6111111111111112,Week 8
2020-03-02,475,747,1.5726315789473684,Week 9
2020-03-09,319,536,1.6802507836990597,Week 10
2020-03-16,326,547,1.677914110429448,Week 11
2020-03-23,360,585,1.625,Week 12
2020-03-30,248,348,1.403225806451613,Week 13
2020-04-06,156,210,1.3461538461538463,Week 14
2020-04-13,115,165,1.434782608695652,Week 15
2020-04-20,151,206,1.3642384105960266,Week 16
2020-04-27,272,365,1.3419117647058822,Week 17
2020-05-04,168,249,1.4821428571428572,Week 18
2020-05-11,137,211,1.5401459854014599,Week 19
2020-05-18,125,175,1.4,Week 20
2020-05-25,139,182,1.3093525179856116,Week 21
2020-06-01,140,200,1.4285714285714286,Week 22
2020-06-08,127,175,1.3779527559055118,Week 23
2020-06-15,136,198,1.4558823529411764,Week 24
2020-06-22,156,240,1.5384615384615385,Week 25
