date,tweet_users_count,tweet_count,tweet_ratio,week
2022-10-01,1584,2739,1.7291666666666667,Week 1
2022-10-08,1335,2124,1.5910112359550561,Week 2
2022-10-15,995,1913,1.9226130653266331,Week 3
2022-10-22,876,1526,1.7420091324200913,Week 4
2022-10-29,1010,1763,1.7455445544554455,Week 5
2022-11-05,837,1464,1.7491039426523298,Week 6
2022-11-12,773,1445,1.869340232858991,Week 7
2022-11-19,774,1477,1.9082687338501292,Week 8
2022-11-26,821,1561,1.9013398294762485,Week 9
2022-12-03,712,1488,2.0898876404494384,Week 10
2022-12-10,807,1574,1.9504337050805451,Week 11
2022-12-17,950,1901,2.0010526315789474,Week 12
2022-12-24,678,1251,1.845132743362832,Week 13
2022-12-31,293,452,1.5426621160409557,Week 14
2023-01-07,235,348,1.4808510638297872,Week 15
2023-01-14,247,367,1.48582995951417,Week 16
2023-01-21,245,380,1.5510204081632653,Week 17
2023-01-28,171,277,1.6198830409356726,Week 18
2023-02-04,153,221,1.4444444444444444,Week 19
2023-02-11,187,310,1.6577540106951871,Week 20
2023-02-18,225,344,1.528888888888889,Week 21
2023-02-25,228,445,1.9517543859649122,Week 22
2023-03-04,223,330,1.4798206278026906,Week 23
2023-03-11,144,204,1.4166666666666667,Week 24
2023-03-18,146,209,1.4315068493150684,Week 25
2023-03-25,282,429,1.5212765957446808,Week 26
2023-04-01,201,318,1.5820895522388059,Week 27
