date,tweet_users_count,tweet_count,tweet_ratio,week
2022-08-08,599,985,1.64440734557596,Week 1
2022-08-15,488,863,1.7684426229508197,Week 2
2022-08-22,413,706,1.7094430992736078,Week 3
2022-08-29,424,763,1.7995283018867925,Week 4
2022-09-05,334,590,1.7664670658682635,Week 5
2022-09-12,367,622,1.6948228882833787,Week 6
2022-09-19,381,650,1.7060367454068242,Week 7
2022-09-26,417,835,2.002398081534772,Week 8
2022-10-03,371,682,1.8382749326145553,Week 9
2022-10-10,284,589,2.073943661971831,Week 10
2022-10-17,297,677,2.2794612794612794,Week 11
2022-10-24,311,650,2.090032154340836,Week 12
2022-10-31,104,250,2.4038461538461537,Week 13
2022-11-07,124,247,1.9919354838709677,Week 14
2022-11-14,105,221,2.104761904761905,Week 15
2022-11-21,84,176,2.0952380952380953,Week 16
2022-11-28,67,157,2.343283582089552,Week 17
2022-12-05,113,211,1.8672566371681416,Week 18
2022-12-12,87,204,2.3448275862068964,Week 19
2022-12-19,56,101,1.8035714285714286,Week 20
2022-12-26,141,243,1.7234042553191489,Week 21
2023-01-02,112,205,1.8303571428571428,Week 22
2023-01-09,119,202,1.6974789915966386,Week 23
2023-01-16,100,154,1.54,Week 24
2023-01-23,92,139,1.5108695652173914,Week 25
