date,tweet_users_count,tweet_count,tweet_ratio,week
2022-10-07,809,1355,1.6749072929542645,Week 1
2022-10-14,452,926,2.0486725663716814,Week 2
2022-10-21,457,828,1.811816192560175,Week 3
2022-10-28,417,791,1.8968824940047961,Week 4
2022-11-04,447,835,1.8680089485458613,Week 5
2022-11-11,496,902,1.8185483870967742,Week 6
2022-11-18,439,820,1.867881548974943,Week 7
2022-11-25,424,722,1.7028301886792452,Week 8
2022-12-02,364,747,2.052197802197802,Week 9
2022-12-09,458,878,1.9170305676855894,Week 10
2022-12-16,483,1006,2.082815734989648,Week 11
2022-12-23,772,1380,1.7875647668393781,Week 12
2022-12-30,109,126,1.1559633027522935,Week 13
2023-01-06,83,109,1.3132530120481927,Week 14
2023-01-13,51,72,1.411764705882353,Week 15
2023-01-20,22,26,1.1818181818181819,Week 16
2023-01-27,31,40,1.2903225806451613,Week 17
2023-02-03,29,40,1.3793103448275863,Week 18
2023-02-10,25,34,1.36,Week 19
2023-02-17,30,32,1.0666666666666667,Week 20
2023-02-24,36,39,1.0833333333333333,Week 21
2023-03-03,30,33,1.1,Week 22
2023-03-10,19,19,1.0,Week 23
2023-03-17,15,17,1.1333333333333333,Week 24
2023-03-24,7,8,1.1428571428571428,Week 25
