date,tweet_users_count,tweet_count,tweet_ratio,week
2022-01-09,334,456,1.3652694610778444,Week 1
2022-01-16,283,400,1.4134275618374559,Week 2
2022-01-23,289,434,1.5017301038062283,Week 3
2022-01-30,290,447,1.5413793103448277,Week 4
2022-02-06,266,405,1.5225563909774436,Week 5
2022-02-13,312,479,1.5352564102564104,Week 6
2022-02-20,377,680,1.8037135278514589,Week 7
2022-02-27,293,417,1.42320819112628,Week 8
2022-03-06,272,425,1.5625,Week 9
2022-03-13,296,452,1.527027027027027,Week 10
2022-03-20,399,622,1.5588972431077694,Week 11
2022-03-27,513,735,1.432748538011696,Week 12
2022-04-03,156,192,1.2307692307692308,Week 13
2022-04-10,66,81,1.2272727272727273,Week 14
2022-04-17,54,74,1.3703703703703705,Week 15
2022-04-24,70,95,1.3571428571428572,Week 16
2022-05-01,51,70,1.3725490196078431,Week 17
2022-05-08,50,68,1.36,Week 18
2022-05-15,52,63,1.2115384615384615,Week 19
2022-05-22,49,61,1.2448979591836735,Week 20
2022-05-29,25,38,1.52,Week 21
2022-06-05,39,47,1.205128205128205,Week 22
2022-06-12,45,50,1.1111111111111112,Week 23
2022-06-19,35,47,1.3428571428571427,Week 24
2022-06-26,52,71,1.3653846153846154,Week 25
