date,tweet_users_count,tweet_count,tweet_ratio,week
2022-01-09,507,833,1.6429980276134122,Week 1
2022-01-16,568,927,1.6320422535211268,Week 2
2022-01-23,700,1160,1.6571428571428573,Week 3
2022-01-30,718,1150,1.6016713091922006,Week 4
2022-02-06,756,1220,1.6137566137566137,Week 5
2022-02-13,870,1464,1.6827586206896552,Week 6
2022-02-20,821,1371,1.6699147381242387,Week 7
2022-02-27,992,1670,1.6834677419354838,Week 8
2022-03-06,812,1376,1.6945812807881773,Week 9
2022-03-13,812,1345,1.6564039408866995,Week 10
2022-03-20,1143,1831,1.6019247594050743,Week 11
2022-03-27,1132,1872,1.6537102473498233,Week 12
2022-04-03,338,458,1.3550295857988166,Week 13
2022-04-10,263,363,1.3802281368821292,Week 14
2022-04-17,214,285,1.3317757009345794,Week 15
2022-04-24,246,353,1.434959349593496,Week 16
2022-05-01,201,328,1.6318407960199004,Week 17
2022-05-08,154,219,1.422077922077922,Week 18
2022-05-15,154,200,1.2987012987012987,Week 19
2022-05-22,166,242,1.4578313253012047,Week 20
2022-05-29,160,236,1.475,Week 21
2022-06-05,109,166,1.5229357798165137,Week 22
2022-06-12,135,175,1.2962962962962963,Week 23
2022-06-19,126,170,1.3492063492063493,Week 24
2022-06-26,127,166,1.3070866141732282,Week 25
