date,tweet_users_count,tweet_count,tweet_ratio,week
2022-04-09,1541,2283,1.4815055158987671,Week 1
2022-04-16,1746,2521,1.4438717067583047,Week 2
2022-04-23,2352,3417,1.4528061224489797,Week 3
2022-04-30,2225,3201,1.4386516853932585,Week 4
2022-05-07,2388,3541,1.4828308207705192,Week 5
2022-05-14,2036,3117,1.530943025540275,Week 6
2022-05-21,2093,3155,1.5074056378404204,Week 7
2022-05-28,1790,2829,1.5804469273743016,Week 8
2022-06-04,1679,2665,1.5872543180464562,Week 9
2022-06-11,1717,2705,1.5754222481071636,Week 10
2022-06-18,1504,2525,1.6788563829787233,Week 11
2022-06-25,1953,3120,1.597542242703533,Week 12
2022-07-02,755,1051,1.3920529801324504,Week 13
2022-07-09,575,860,1.4956521739130435,Week 14
2022-07-16,657,942,1.4337899543378996,Week 15
2022-07-23,714,962,1.3473389355742298,Week 16
2022-07-30,539,791,1.4675324675324675,Week 17
2022-08-06,461,660,1.4316702819956617,Week 18
2022-08-13,433,622,1.4364896073903002,Week 19
2022-08-20,353,547,1.5495750708215297,Week 20
2022-08-27,379,641,1.6912928759894459,Week 21
2022-09-03,319,549,1.7210031347962382,Week 22
2022-09-10,390,562,1.441025641025641,Week 23
2022-09-17,371,531,1.431266846361186,Week 24
2022-09-24,567,875,1.5432098765432098,Week 25
