date,tweet_users_count,tweet_count,tweet_ratio,week
2022-07-17,2105,4569,2.1705463182897864,Week 1
2022-07-24,1199,2779,2.3177648040033363,Week 2
2022-07-31,1648,5475,3.3222087378640777,Week 3
2022-08-07,1600,4331,2.706875,Week 4
2022-08-14,1066,2493,2.3386491557223263,Week 5
2022-08-21,1395,3483,2.496774193548387,Week 6
2022-08-28,1433,3426,2.390788555478018,Week 7
2022-09-04,628,1470,2.340764331210191,Week 8
2022-09-11,1408,3474,2.4673295454545454,Week 9
2022-09-18,1448,3476,2.4005524861878453,Week 10
2022-09-25,1372,3520,2.565597667638484,Week 11
2022-10-02,1329,3213,2.4176072234762978,Week 12
2022-10-09,1512,3726,2.4642857142857144,Week 13
2022-10-16,861,1578,1.8327526132404182,Week 14
2022-10-23,731,1565,2.140902872777018,Week 15
2022-10-30,875,1766,2.0182857142857142,Week 16
2022-11-06,468,1093,2.3354700854700856,Week 17
2022-11-13,553,1140,2.061482820976492,Week 18
2022-11-20,805,1753,2.177639751552795,Week 19
2022-11-27,532,1252,2.3533834586466167,Week 20
2022-12-04,592,1342,2.266891891891892,Week 21
2022-12-11,836,1899,2.271531100478469,Week 22
2022-12-18,490,1156,2.3591836734693876,Week 23
2022-12-25,645,1392,2.158139534883721,Week 24
2023-01-01,1089,2600,2.3875114784205693,Week 25
2023-01-08,571,1403,2.457092819614711,Week 26
2023-01-15,729,1572,2.156378600823045,Week 27
