date,tweet_users_count,tweet_count,tweet_ratio,week
2022-10-02,727,1241,1.7070151306740027,Week 1
2022-10-09,643,1181,1.8367029548989113,Week 2
2022-10-16,585,1063,1.817094017094017,Week 3
2022-10-23,532,937,1.7612781954887218,Week 4
2022-10-30,355,633,1.7830985915492958,Week 5
2022-11-06,537,1006,1.8733705772811917,Week 6
2022-11-13,688,1128,1.6395348837209303,Week 7
2022-11-20,438,762,1.7397260273972603,Week 8
2022-11-27,546,940,1.7216117216117217,Week 9
2022-12-04,380,707,1.8605263157894736,Week 10
2022-12-11,432,815,1.8865740740740742,Week 11
2022-12-18,815,1513,1.856441717791411,Week 12
2022-12-25,77,106,1.3766233766233766,Week 13
2023-01-01,68,75,1.1029411764705883,Week 14
2023-01-08,26,28,1.0769230769230769,Week 15
2023-01-15,54,55,1.0185185185185186,Week 16
2023-01-22,26,29,1.1153846153846154,Week 17
2023-01-29,33,42,1.2727272727272727,Week 18
2023-02-05,25,30,1.2,Week 19
2023-02-12,26,30,1.1538461538461537,Week 20
2023-02-19,38,63,1.6578947368421053,Week 21
2023-02-26,24,43,1.7916666666666667,Week 22
2023-03-05,25,38,1.52,Week 23
2023-03-12,30,37,1.2333333333333334,Week 24
2023-03-19,29,40,1.3793103448275863,Week 25
