date,tweet_users_count,tweet_count,tweet_ratio,week
2022-10-09,868,1746,2.011520737327189,Week 1
2022-10-16,731,1468,2.008207934336525,Week 2
2022-10-23,822,1670,2.0316301703163018,Week 3
2022-10-30,935,1739,1.8598930481283422,Week 4
2022-11-06,1449,2639,1.821256038647343,Week 5
2022-11-13,1860,3238,1.7408602150537635,Week 6
2022-11-20,1813,3290,1.8146718146718146,Week 7
2022-11-27,2465,4362,1.769574036511156,Week 8
2022-12-04,2346,4204,1.7919863597612957,Week 9
2022-12-11,2399,4327,1.8036681950812838,Week 10
2022-12-18,3191,6112,1.915387026010655,Week 11
2022-12-25,4292,7031,1.6381640260950605,Week 12
2023-01-01,2040,2904,1.423529411764706,Week 13
2023-01-08,1898,2591,1.3651211801896734,Week 14
2023-01-15,1690,2409,1.4254437869822485,Week 15
2023-01-22,1364,1905,1.3966275659824048,Week 16
2023-01-29,1353,1870,1.3821138211382114,Week 17
2023-02-05,1182,1647,1.3934010152284264,Week 18
2023-02-12,1119,1698,1.517426273458445,Week 19
2023-02-19,1813,2435,1.3430777716492002,Week 20
2023-02-26,863,1282,1.4855156431054461,Week 21
2023-03-05,765,1164,1.5215686274509803,Week 22
2023-03-12,687,1100,1.6011644832605532,Week 23
2023-03-19,859,1352,1.5739231664726425,Week 24
2023-03-26,916,1408,1.537117903930131,Week 25
