date,tweet_users_count,tweet_count,tweet_ratio,week
2023-01-13,459,1092,2.3790849673202614,Week 1
2023-01-20,376,959,2.550531914893617,Week 2
2023-01-27,163,343,2.104294478527607,Week 3
2023-02-03,262,808,3.0839694656488548,Week 4
2023-02-10,309,900,2.912621359223301,Week 5
2023-02-17,317,1012,3.192429022082019,Week 6
2023-02-24,146,424,2.904109589041096,Week 7
2023-03-03,318,858,2.69811320754717,Week 8
2023-03-10,329,898,2.729483282674772,Week 9
2023-03-17,466,1109,2.3798283261802573,Week 10
2023-03-24,1955,3168,1.620460358056266,Week 11
2023-03-31,209,591,2.827751196172249,Week 12
2023-04-07,191,491,2.5706806282722514,Week 13
2023-04-14,916,2178,2.3777292576419216,Week 14
2023-04-21,387,893,2.3074935400516794,Week 15
2023-04-28,344,876,2.546511627906977,Week 16
2023-05-05,272,747,2.7463235294117645,Week 17
2023-05-12,258,707,2.74031007751938,Week 18
2023-05-19,243,611,2.51440329218107,Week 19
2023-05-26,237,693,2.9240506329113924,Week 20
2023-06-02,264,709,2.6856060606060606,Week 21
2023-06-09,258,703,2.7248062015503876,Week 22
2023-06-16,185,525,2.8378378378378377,Week 23
