date,tweet_users_count,tweet_count,tweet_ratio,week
2022-04-02,450,722,1.6044444444444443,Week 1
2022-04-09,481,785,1.632016632016632,Week 2
2022-04-16,469,798,1.7014925373134329,Week 3
2022-04-23,595,1054,1.7714285714285714,Week 4
2022-04-30,611,1020,1.6693944353518821,Week 5
2022-05-07,570,866,1.5192982456140351,Week 6
2022-05-14,566,916,1.6183745583038869,Week 7
2022-05-21,565,905,1.6017699115044248,Week 8
2022-05-28,551,917,1.6642468239564427,Week 9
2022-06-04,549,918,1.6721311475409837,Week 10
2022-06-11,526,868,1.650190114068441,Week 11
2022-06-18,569,920,1.616871704745167,Week 12
2022-06-25,499,784,1.5711422845691383,Week 13
2022-07-02,488,758,1.5532786885245902,Week 14
2022-07-09,505,789,1.5623762376237624,Week 15
2022-07-16,530,787,1.4849056603773585,Week 16
2022-07-23,467,786,1.683083511777302,Week 17
2022-07-30,489,830,1.6973415132924334,Week 18
2022-08-06,595,969,1.6285714285714286,Week 19
2022-08-13,648,1068,1.6481481481481481,Week 20
2022-08-20,624,1036,1.6602564102564104,Week 21
2022-08-27,636,1091,1.7154088050314464,Week 22
2022-09-03,596,983,1.6493288590604027,Week 23
2022-09-10,480,766,1.5958333333333334,Week 24
2022-09-17,501,820,1.6367265469061876,Week 25
