date,tweet_users_count,tweet_count,tweet_ratio,week
2022-01-09,433,714,1.6489607390300232,Week 1
2022-01-16,332,539,1.6234939759036144,Week 2
2022-01-23,379,648,1.7097625329815302,Week 3
2022-01-30,436,815,1.8692660550458715,Week 4
2022-02-06,544,987,1.8143382352941178,Week 5
2022-02-13,503,821,1.63220675944334,Week 6
2022-02-20,381,644,1.6902887139107612,Week 7
2022-02-27,400,707,1.7675,Week 8
2022-03-06,415,791,1.9060240963855422,Week 9
2022-03-13,356,646,1.8146067415730338,Week 10
2022-03-20,426,722,1.6948356807511737,Week 11
2022-03-27,166,263,1.5843373493975903,Week 12
2022-04-03,571,925,1.6199649737302977,Week 13
2022-04-10,87,176,2.0229885057471266,Week 14
2022-04-17,68,132,1.9411764705882353,Week 15
2022-04-24,58,114,1.9655172413793103,Week 16
2022-05-01,46,79,1.7173913043478262,Week 17
2022-05-08,56,98,1.75,Week 18
2022-05-15,54,105,1.9444444444444444,Week 19
2022-05-22,47,151,3.2127659574468086,Week 20
2022-05-29,51,83,1.6274509803921569,Week 21
2022-06-05,38,86,2.263157894736842,Week 22
2022-06-12,49,119,2.4285714285714284,Week 23
2022-06-19,45,83,1.8444444444444446,Week 24
2022-06-26,59,109,1.847457627118644,Week 25
2022-07-03,40,88,2.2,Week 26
2022-07-10,44,72,1.6363636363636365,Week 27
