date,tweet_users_count,tweet_count,tweet_ratio,week
2020-01-06,671,938,1.397913561847988,Week 1
2020-01-13,547,797,1.4570383912248628,Week 2
2020-01-20,639,995,1.5571205007824727,Week 3
2020-01-27,1149,1969,1.7136640557006093,Week 4
2020-02-03,681,1051,1.5433186490455213,Week 5
2020-02-10,533,795,1.4915572232645404,Week 6
2020-02-17,690,1047,1.517391304347826,Week 7
2020-02-24,677,1025,1.5140324963072378,Week 8
2020-03-02,621,974,1.568438003220612,Week 9
2020-03-09,504,764,1.5158730158730158,Week 10
2020-03-16,563,926,1.644760213143872,Week 11
2020-03-23,588,849,1.4438775510204083,Week 12
2020-03-30,145,204,1.4068965517241379,Week 13
2020-04-06,521,894,1.7159309021113245,Week 14
2020-04-13,279,509,1.8243727598566308,Week 15
2020-04-20,264,468,1.7727272727272727,Week 16
2020-04-27,246,444,1.8048780487804879,Week 17
2020-05-04,245,484,1.9755102040816326,Week 18
2020-05-11,445,857,1.9258426966292135,Week 19
2020-05-18,65,119,1.8307692307692307,Week 20
2020-05-25,95,139,1.4631578947368422,Week 21
2020-06-01,66,96,1.4545454545454546,Week 22
2020-06-08,47,66,1.4042553191489362,Week 23
2020-06-15,69,110,1.5942028985507246,Week 24
2020-06-22,25,34,1.36,Week 25
