date,tweet_users_count,tweet_count,tweet_ratio,week
2020-10-02,358,537,1.5,Week 1
2020-10-09,309,546,1.766990291262136,Week 2
2020-10-16,632,926,1.4651898734177216,Week 3
2020-10-23,384,635,1.6536458333333333,Week 4
2020-10-30,502,779,1.551792828685259,Week 5
2020-11-06,313,623,1.9904153354632588,Week 6
2020-11-13,353,659,1.86685552407932,Week 7
2020-11-20,329,613,1.8632218844984803,Week 8
2020-11-27,447,727,1.6263982102908277,Week 9
2020-12-04,368,597,1.622282608695652,Week 10
2020-12-11,447,803,1.796420581655481,Week 11
2020-12-18,605,888,1.4677685950413224,Week 12
2020-12-25,209,301,1.4401913875598087,Week 13
2021-01-01,111,163,1.4684684684684686,Week 14
2021-01-08,79,115,1.4556962025316456,Week 15
2021-01-15,134,190,1.4179104477611941,Week 16
2021-01-22,148,208,1.4054054054054055,Week 17
2021-01-29,129,170,1.317829457364341,Week 18
2021-02-05,93,126,1.3548387096774193,Week 19
2021-02-12,126,186,1.4761904761904763,Week 20
2021-02-19,140,203,1.45,Week 21
2021-02-26,67,122,1.8208955223880596,Week 22
2021-03-05,135,212,1.5703703703703704,Week 23
2021-03-12,224,268,1.1964285714285714,Week 24
2021-03-19,172,218,1.2674418604651163,Week 25
