date,tweet_users_count,tweet_count,tweet_ratio,week
2020-10-02,439,1147,2.612756264236902,Week 1
2020-10-09,367,895,2.438692098092643,Week 2
2020-10-16,322,743,2.3074534161490683,Week 3
2020-10-23,338,771,2.2810650887573964,Week 4
2020-10-30,335,730,2.1791044776119404,Week 5
2020-11-06,348,751,2.1580459770114944,Week 6
2020-11-13,254,625,2.4606299212598426,Week 7
2020-11-20,337,820,2.4332344213649852,Week 8
2020-11-27,336,777,2.3125,Week 9
2020-12-04,352,750,2.1306818181818183,Week 10
2020-12-11,330,803,2.433333333333333,Week 11
2020-12-18,347,787,2.2680115273775217,Week 12
2020-12-25,416,1104,2.6538461538461537,Week 13
2021-01-01,252,619,2.4563492063492065,Week 14
2021-01-08,341,813,2.3841642228739004,Week 15
2021-01-15,452,893,1.9756637168141593,Week 16
2021-01-22,617,1237,2.004862236628849,Week 17
2021-01-29,545,1112,2.0403669724770643,Week 18
2021-02-05,476,980,2.0588235294117645,Week 19
2021-02-12,444,957,2.1554054054054053,Week 20
2021-02-19,369,786,2.130081300813008,Week 21
2021-02-26,306,631,2.0620915032679736,Week 22
2021-03-05,300,566,1.8866666666666667,Week 23
2021-03-12,263,542,2.0608365019011408,Week 24
2021-03-19,372,922,2.478494623655914,Week 25
2021-03-26,334,752,2.251497005988024,Week 26
2021-04-02,244,552,2.262295081967213,Week 27
