date,tweet_users_count,tweet_count,tweet_ratio,week
2021-01-08,1095,1888,1.724200913242009,Week 1
2021-01-15,998,1707,1.7104208416833668,Week 2
2021-01-22,948,1718,1.8122362869198312,Week 3
2021-01-29,1290,2193,1.7,Week 4
2021-02-05,888,1579,1.7781531531531531,Week 5
2021-02-12,936,1683,1.7980769230769231,Week 6
2021-02-19,1288,2120,1.6459627329192548,Week 7
2021-02-26,1072,1797,1.6763059701492538,Week 8
2021-03-05,1105,1940,1.755656108597285,Week 9
2021-03-12,1073,1889,1.7604846225535882,Week 10
2021-03-19,1112,1858,1.670863309352518,Week 11
2021-03-26,1775,2914,1.6416901408450704,Week 12
2021-04-02,770,1270,1.6493506493506493,Week 13
2021-04-09,505,803,1.5900990099009902,Week 14
2021-04-16,394,535,1.3578680203045685,Week 15
2021-04-23,786,1122,1.4274809160305344,Week 16
2021-04-30,1884,2671,1.417728237791932,Week 17
2021-05-07,646,954,1.4767801857585139,Week 18
2021-05-14,528,821,1.5549242424242424,Week 19
2021-05-21,709,1082,1.526093088857546,Week 20
2021-05-28,697,1010,1.449067431850789,Week 21
2021-06-04,427,690,1.6159250585480094,Week 22
2021-06-11,544,866,1.5919117647058822,Week 23
2021-06-18,475,791,1.6652631578947368,Week 24
2021-06-25,480,767,1.5979166666666667,Week 25
