date,tweet_users_count,tweet_count,tweet_ratio,week
2020-10-11,720,1110,1.5416666666666667,Week 1
2020-10-18,565,964,1.7061946902654868,Week 2
2020-10-25,413,622,1.5060532687651331,Week 3
2020-11-01,422,713,1.6895734597156398,Week 4
2020-11-08,464,767,1.6530172413793103,Week 5
2020-11-15,525,774,1.4742857142857142,Week 6
2020-11-22,422,745,1.7654028436018958,Week 7
2020-11-29,355,617,1.7380281690140844,Week 8
2020-12-06,361,647,1.7922437673130194,Week 9
2020-12-13,299,494,1.6521739130434783,Week 10
2020-12-20,345,525,1.5217391304347827,Week 11
2020-12-27,592,841,1.4206081081081081,Week 12
2021-01-03,72,120,1.6666666666666667,Week 13
2021-01-10,41,51,1.2439024390243902,Week 14
2021-01-17,29,38,1.3103448275862069,Week 15
2021-01-24,45,52,1.1555555555555554,Week 16
2021-01-31,25,28,1.12,Week 17
2021-02-07,14,14,1.0,Week 18
2021-02-14,23,29,1.2608695652173914,Week 19
2021-02-21,24,36,1.5,Week 20
2021-02-28,26,44,1.6923076923076923,Week 21
2021-03-07,7,18,2.5714285714285716,Week 22
2021-03-14,20,24,1.2,Week 23
2021-03-21,14,20,1.4285714285714286,Week 24
2021-03-28,13,21,1.6153846153846154,Week 25
