date,tweet_users_count,tweet_count,tweet_ratio,week
2022-04-08,494,1145,2.317813765182186,Week 1
2022-04-15,466,1007,2.1609442060085837,Week 2
2022-04-22,453,982,2.1677704194260485,Week 3
2022-04-29,513,1178,2.2962962962962963,Week 4
2022-05-06,438,1046,2.3881278538812785,Week 5
2022-05-13,587,1328,2.262350936967632,Week 6
2022-05-20,292,483,1.654109589041096,Week 7
2022-05-27,496,1179,2.377016129032258,Week 8
2022-06-03,438,1002,2.287671232876712,Week 9
2022-06-10,436,1001,2.2958715596330275,Week 10
2022-06-17,425,983,2.3129411764705883,Week 11
2022-06-24,524,1115,2.127862595419847,Week 12
2022-07-01,532,1178,2.2142857142857144,Week 13
2022-07-08,196,325,1.6581632653061225,Week 14
2022-07-15,166,286,1.7228915662650603,Week 15
2022-07-22,148,253,1.7094594594594594,Week 16
2022-07-29,162,266,1.6419753086419753,Week 17
2022-08-05,128,246,1.921875,Week 18
2022-08-12,139,250,1.7985611510791366,Week 19
2022-08-19,126,219,1.7380952380952381,Week 20
2022-08-26,129,227,1.7596899224806202,Week 21
2022-09-02,115,217,1.8869565217391304,Week 22
2022-09-09,116,203,1.75,Week 23
2022-09-16,121,195,1.6115702479338843,Week 24
2022-09-23,459,615,1.3398692810457515,Week 25
2022-09-30,112,175,1.5625,Week 26
2022-10-07,107,173,1.6168224299065421,Week 27
