date,tweet_users_count,tweet_count,tweet_ratio,week
2021-10-02,539,1170,2.170686456400742,Week 1
2021-10-09,337,821,2.43620178041543,Week 2
2021-10-16,357,764,2.1400560224089635,Week 3
2021-10-23,347,774,2.2305475504322767,Week 4
2021-10-30,377,889,2.3580901856763927,Week 5
2021-11-06,427,858,2.009367681498829,Week 6
2021-11-13,336,747,2.2232142857142856,Week 7
2021-11-20,369,842,2.2818428184281845,Week 8
2021-11-27,320,718,2.24375,Week 9
2021-12-04,371,874,2.3557951482479784,Week 10
2021-12-11,348,823,2.3649425287356323,Week 11
2021-12-18,438,1002,2.287671232876712,Week 12
2021-12-25,202,353,1.7475247524752475,Week 13
2022-01-01,129,229,1.7751937984496124,Week 14
2022-01-08,149,222,1.4899328859060403,Week 15
2022-01-15,134,236,1.7611940298507462,Week 16
2022-01-22,101,177,1.7524752475247525,Week 17
2022-01-29,146,240,1.643835616438356,Week 18
2022-02-05,103,190,1.8446601941747574,Week 19
2022-02-12,115,179,1.5565217391304347,Week 20
2022-02-19,116,213,1.8362068965517242,Week 21
2022-02-26,113,199,1.761061946902655,Week 22
2022-03-05,110,230,2.090909090909091,Week 23
2022-03-12,111,212,1.90990990990991,Week 24
2022-03-19,280,441,1.575,Week 25
