期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年4月14日 - 6月30日,水曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2021-04-14,2021-06-30
2021年4月15日 - 7月1日,木曜 0:00 - 0:30（水曜深夜）,サンテレビ,兵庫県,製作参加,放送,,2021-04-15,2021-07-01
2021年4月15日 - 7月1日,木曜 1:05 - 1:35（水曜深夜）,TOKYO MX,東京都,,放送,,2021-04-15,2021-07-01
2021年4月15日 - 7月1日,木曜 1:05 - 1:35（水曜深夜）,KBS京都,京都府,,放送,,2021-04-15,2021-07-01
2021年4月15日 - 7月1日,木曜 2:35 - 3:05（水曜深夜）,テレビ愛知,愛知県,,放送,,2021-04-15,2021-07-01
2021年4月15日 - 7月1日,木曜 23:00 - 23:30,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-04-15,2021-07-01
2021年4月15日,木曜 0:00（水曜深夜） 更新,,,,配信,dアニメストア,2021-04-15,
2021年4月18日,日曜 0:00（土曜深夜） 更新,,,,配信,ABEMA,2021-04-18,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,GYAO!,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,niconico,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,ひかりTV,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,FOD,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,バンダイチャンネル,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,Hulu,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,Amazonプライム・ビデオ,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,J:COMオンデマンド,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,TELASA,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,アニメ放題,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,U-NEXT,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,Rakuten TV,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,DMM.com,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,ビデオマーケット,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,HAPPY!動画,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,クランクイン！ビデオ,2021-04-20,
2021年4月20日以降順次,火曜 0:00（月曜深夜）以降 更新,,,,配信,ムービーフルplus,2021-04-20,
