期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2013年4月5日 - 6月28日,金曜 1:28 - 1:58（木曜深夜）,TBSテレビ,関東広域圏,製作局,放送,,2013-04-05,2013-06-28
2013年4月9日 - 7月2日,火曜 2:25 - 2:55（月曜深夜）,毎日放送,近畿広域圏,,放送,,2013-04-09,2013-07-02
2013年4月12日 - 7月5日,金曜 2:38 - 3:08（木曜深夜）,中部日本放送,中京広域圏,,放送,,2013-04-12,2013-07-05
2013年4月14日 - 7月7日,日曜 1:00 - 1:30（土曜深夜）,BS-TBS,日本全域,BS放送,放送,,2013-04-14,2013-07-07
2015年4月3日 - 6月26日,金曜 1:46 - 2:16（木曜深夜）,TBSテレビ,関東広域圏,製作局,放送,,2015-04-03,2015-06-26
2015年4月3日 - 6月26日,金曜 2:47 - 3:17（木曜深夜）,CBCテレビ,中京広域圏,,放送,,2015-04-03,2015-06-26
2015年4月5日 - 7月5日,日曜 1:53 - 2:23（土曜深夜）[注 9],チューリップテレビ,富山県,,放送,,2015-04-05,2015-07-05
2015年4月8日 - 7月1日,水曜 3:30 - 4:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第3部,放送,,2015-04-08,2015-07-01
2015年4月12日 - 7月5日,日曜 1:00 - 1:30（土曜深夜）,BS-TBS,日本全域,BS放送,放送,,2015-04-12,2015-07-05
2015年4月20日 - 7月13日,月曜 1:00 - 1:30（日曜深夜）,TBSチャンネル1[111],日本全域,CS放送 / リピート放送あり,放送,,2015-04-20,2015-07-13
2020年7月10日 - 9月25日,金曜 1:58 - 2:28（木曜深夜）,TBSテレビ,関東広域圏,製作局 / 『アニメリコ』第2部,放送,,2020-07-10,2020-09-25
2020年7月10日 - 9月25日,金曜 2:30 - 3:00（木曜深夜）,毎日放送,近畿広域圏,,放送,,2020-07-10,2020-09-25
2020年7月12日 - 9月27日,日曜 2:00 - 2:30（土曜深夜）,BS-TBS,日本全域,BS放送 / 『アニメリコ』枠,放送,,2020-07-12,2020-09-27
2020年7月16日 - 10月1日,木曜 2:35 - 3:05（水曜深夜）,CBCテレビ,中京広域圏,,放送,,2020-07-16,2020-10-01
2020年7月20日 - 10月5日,月曜 1:30 - 2:00（日曜深夜）,TBSチャンネル1,日本全域,CS放送 / 『アニメリコ』枠 / リピート放送あり[112],放送,,2020-07-20,2020-10-05
2020年7月22日 - 10月7日,水曜 2:24 - 2:54（火曜深夜）,静岡放送,静岡県,『アニメ6区』枠,放送,,2020-07-22,2020-10-07
2013年4月15日,月曜 0:00 - 0:30（日曜深夜）,,,,配信,ニコニコ生放送,2013-04-15,
2013年4月15日,月曜 0:30（日曜深夜） 更新,,,,配信,ニコニコチャンネル,2013-04-15,
2013年4月23日,火曜 0:00（月曜深夜） 更新,,,,配信,TBSオンデマンド,2013-04-23,
2013年4月29日,月曜更新,,,,配信,バンダイチャンネル,2013-04-29,
2015年4月17日,金曜 12:00 更新,,,,配信,バンダイチャンネル,2015-04-17,
2015年4月17日,金曜 12:00 更新,,,,配信,GYAO!,2015-04-17,
2015年4月20日,月曜 20:00 更新（第1話）金曜 12:00 更新（第2話以降）,,,,配信,ニコニコチャンネル,2015-04-20,
2020年7月10日,金曜 1:43（木曜深夜）頃 更新,,,,配信,Amazonプライム・ビデオ,2020-07-10,
