期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月9日 - 3月27日,土曜 0:30 - 1:00（金曜深夜）,TOKYO MX,東京都,,放送,,2021-01-09,2021-03-27
2021年1月9日 - 3月27日,土曜 0:30 - 1:00（金曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-01-09,2021-03-27
2020年1月13日,水曜 12:00以降 更新,,,,配信,dアニメストア,2020-01-13,
2020年1月13日,水曜 12:00以降 更新,,,,配信,U-NEXT,2020-01-13,
2020年1月13日,水曜 12:00以降 更新,,,,配信,アニメ放題,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,ひかりTV,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,TSUTAYA TV,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,Google Play,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,Rakuten TV,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,Amazonプライム・ビデオ,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,ビデオマーケット,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,DMM.com,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,music.jp,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,GYAO!ストア,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,クランクイン！ビデオ,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,バンダイチャンネル,2020-01-13,
2020年1月13日,水曜 更新,,,,配信,ABEMA,2020-01-13,
2020年1月14日,木曜 更新,,,,配信,J:COMオンデマンド,2020-01-14,
2020年1月14日,木曜 更新,,,,配信,milplus,2020-01-14,
2020年1月14日,木曜 更新,,,,配信,イッツコムオンデマンド,2020-01-14,
2020年1月14日,木曜 更新,,,,配信,TELASA,2020-01-14,
