期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月8日 - 3月25日,水曜 22:00 - 22:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-01-08,2020-03-25
2020年1月9日 - 3月26日,木曜 1:35 - 2:05（水曜深夜）,TOKYO MX,東京都,,放送,,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 2:05 - 2:35（水曜深夜）,テレビ愛知,愛知県,,放送,,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 2:11 - 2:41（水曜深夜）,朝日放送テレビ,近畿広域圏,『水曜アニメ〈水もん〉』第1部,放送,,2020-01-09,2020-03-26
2020年1月11日 - 3月28日,土曜 1:00 - 1:30（金曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-01-11,2020-03-28
2020年1月8日,水曜 22:30 更新,,,,配信,dアニメストア,2020-01-08,
2020年1月8日,水曜 22:30 更新,,,,配信,Amazon Prime Video,2020-01-08,
2020年1月15日以降,未定,,,,配信,Netflix,2020-01-15,
2020年1月15日以降,未定,,,,配信,Hulu,2020-01-15,
2020年1月15日以降,未定,,,,配信,バンダイチャンネル,2020-01-15,
2020年1月15日以降,未定,,,,配信,U-NEXT,2020-01-15,
2020年1月15日以降,未定,,,,配信,アニメ放題,2020-01-15,
2020年1月15日以降,未定,,,,配信,ビデオパス,2020-01-15,
2020年1月15日以降,未定,,,,配信,J:COMオンデマンド,2020-01-15,
2020年1月15日以降,未定,,,,配信,ひかりTV,2020-01-15,
2020年1月15日以降,未定,,,,配信,AbemaTV,2020-01-15,
2020年1月15日以降,未定,,,,配信,GYAO!,2020-01-15,
2020年1月15日以降,未定,,,,配信,niconico,2020-01-15,
2020年1月15日以降,未定,,,,配信,FOD,2020-01-15,
2020年1月15日以降,未定,,,,配信,あにてれ,2020-01-15,
2020年1月15日以降,未定,,,,配信,Rakuten TV,2020-01-15,
2020年1月15日以降,未定,,,,配信,ビデオマーケット,2020-01-15,
2020年1月15日以降,未定,,,,配信,DMM動画,2020-01-15,
2020年1月15日以降,未定,,,,配信,PlayStation Video,2020-01-15,
2020年1月15日以降,未定,,,,配信,HAPPY!動画,2020-01-15,
2020年1月15日以降,未定,,,,配信,MOVIEFULL,2020-01-15,
2023年1月11日 - 3月29日,水曜 23:30 - 木曜 0:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[98] / リピート放送あり,放送,,2023-01-11,2023-03-29
