期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2018年10月2日 - 2019年3月26日,火曜 0:00 - 0:30（月曜深夜）,TOKYO MX,東京都,,放送,,2018-10-02,2019-03-26
2018年10月2日 - 2019年3月26日,火曜 0:00 - 0:30（月曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2018-10-02,2019-03-26
2018年10月2日 - 2019年3月26日,火曜 1:00 - 1:30（月曜深夜）,テレビ神奈川,神奈川県,,放送,,2018-10-02,2019-03-26
2018年10月3日 - 2019年3月27日,水曜 3:30 - 4:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第3部,放送,,2018-10-03,2019-03-27
2018年10月3日,水曜 12:00 更新,,,,配信,dアニメストア,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,Amazon Prime Video,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,GYAO!ストア,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,Google Play,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,J:COMオンデマンド,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,TSUTAYA TV,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,DMM.com,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,ニコニコ動画,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,HAPPY!動画,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,ひかりTV,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,ビデオパス,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,ビデオマーケット,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,PlayStation Video,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,milplus,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,music.jp,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,ムービーフルPlus,2018-10-03,
2018年10月3日,水曜 12:00 更新,,,,配信,Rakuten TV,2018-10-03,
2018年10月3日,水曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2018-10-03,
2018年10月10日,水曜 12:00 更新,,,,配信,アニメ放題,2018-10-10,
2018年10月10日,水曜 12:00 更新,,,,配信,AbemaTV,2018-10-10,
2018年10月10日,水曜 12:00 更新,,,,配信,Netflix,2018-10-10,
2018年10月10日,水曜 12:00 更新,,,,配信,dTV,2018-10-10,
2018年10月10日,水曜 12:00 更新,,,,配信,Hulu,2018-10-10,
2018年10月10日,水曜 12:00 更新,,,,配信,U-NEXT,2018-10-10,
2018年10月10日,水曜 12:00 更新,,,,配信,バンダイチャンネル,2018-10-10,
2021年1月12日 - 9月21日,火曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2021-01-12,2021-09-21
2021年1月12日 - 9月21日,火曜 23:30 - 水曜 0:00,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-01-12,2021-09-21
2021年1月13日 - 9月22日,水曜 3:30 - 4:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第3部,放送,,2021-01-13,2021-09-22
2021年1月13日 - 9月22日,水曜 2:05 - 2:35（火曜深夜）,テレビ愛知,愛知県,,放送,,2021-01-13,2021-09-22
2021年1月13日 - 9月22日,水曜 1:35 - 2:05（火曜深夜）,テレビ北海道,北海道,,放送,,2021-01-13,2021-09-22
2021年1月13日 - 9月22日,水曜 3:05 - 3:35（火曜深夜）,TVQ九州放送,福岡県,,放送,,2021-01-13,2021-09-22
2021年1月13日 - 9月22日,水曜 0:00 - 0:30（火曜深夜）,とちぎテレビ,栃木県,,放送,,2021-01-13,2021-09-22
2021年1月13日 - 9月22日,水曜 0:30 - 1:00（火曜深夜）,群馬テレビ,群馬県,,放送,,2021-01-13,2021-09-22
2021年1月13日 - 9月22日,水曜 21:30 - 22:00,AT-X,日本全域,CS放送 / リピート放送あり[45],放送,,2021-01-13,2021-09-22
2021年1月16日 - 9月25日,土曜 1:55 - 2:25（金曜深夜）,テレビユー福島,福島県,[45],放送,,2021-01-16,2021-09-25
2021年1月16日 - 9月25日,土曜 21:00 - 21:30,アニマックス,日本全域,BS/CS放送[45],放送,,2021-01-16,2021-09-25
