期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2017年4月2日 - 6月18日,日曜 23:30 - 月曜 0:00,アニマックス,日本全域,製作参加 / BS / CS放送 / 字幕放送 / リピート放送あり,放送,,2017-04-02,2017-06-18
2017年4月3日 - 6月19日,月曜 0:00 - 0:30（日曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2017-04-03,2017-06-19
2017年4月3日 - 6月19日,月曜 0:30 - 1:00（日曜深夜）,TOKYO MX,東京都,,放送,,2017-04-03,2017-06-19
2017年4月3日,月曜 0:30 - 1:00（日曜深夜）,,,,配信,AbemaTV,2017-04-03,
2017年4月3日,月曜 10:00 更新,,,,配信,VIDEX,2017-04-03,
2017年4月3日,月曜 12:00 更新,,,,配信,dアニメストア,2017-04-03,
2017年4月3日,月曜 12:00 更新,,,,配信,バンダイチャンネル,2017-04-03,
2017年4月3日,月曜 12:00 更新,,,,配信,HAPPY!動画,2017-04-03,
2017年4月4日,火曜 0:30（月曜深夜） 更新,,,,配信,楽天SHOWTIME,2017-04-04,
2017年4月4日,火曜 0:30（月曜深夜） 更新,,,,配信,ビデオマーケット,2017-04-04,
2017年4月4日,火曜 0:30（月曜深夜） 更新,,,,配信,Playストア,2017-04-04,
2017年4月4日,火曜 0:30（月曜深夜） 更新,,,,配信,YouTube,2017-04-04,
2017年4月4日,火曜 10:00 更新,,,,配信,DMM.com,2017-04-04,
2017年4月4日,火曜 12:00 更新,,,,配信,ムービーフルPlus,2017-04-04,
2017年4月5日,水曜 0:00 更新,,,,配信,ビデオパス,2017-04-05,
2017年4月5日,水曜 0:00 更新,,,,配信,GYAO!ストア,2017-04-05,
2017年4月7日,金曜 12:00 更新,,,,配信,アニメ放題,2017-04-07,
2017年4月7日,金曜 12:00 更新,,,,配信,U-NEXT,2017-04-07,
2017年4月8日,土曜 0:00 - 0:30（金曜深夜）,,,,配信,ニコニコ生放送,2017-04-08,
2017年4月8日,土曜 0:00 更新,,,,配信,ニコニコチャンネル,2017-04-08,
2017年4月8日,土曜 0:00 更新,,,,配信,Amazonプライム・ビデオ,2017-04-08,
2017年4月8日,土曜 0:00 更新,,,,配信,J:COMオンデマンド,2017-04-08,
2017年4月8日,土曜 0:00 更新,,,,配信,Netflix,2017-04-08,
2017年4月8日,土曜 0:00 更新,,,,配信,FOD,2017-04-08,
2017年4月8日,土曜 0:00 更新,,,,配信,TSUTAYA TV,2017-04-08,
2017年4月11日,火曜 0:00（月曜深夜） 更新,,,,配信,スカパー!オンデマンド,2017-04-11,
2020年4月5日 - 6月21日,日曜 21:30 - 22:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-04-05,2020-06-21
2020年4月5日 - 6月21日,日曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2020-04-05,2020-06-21
2020年4月8日 - 6月24日,水曜 0:00 - 0:30（火曜深夜）,BSフジ,日本全域,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,,2020-04-08,2020-06-24
2020年4月12日 - 6月28日,日曜 1:59 - 2:29（土曜深夜）,中京テレビ,中京広域圏,製作参加 / 『チュッキョアニメ』枠,放送,,2020-04-12,2020-06-28
2020年4月5日,日曜 22:00 更新,,,,配信,U-NEXT,2020-04-05,
2020年4月5日,日曜 22:00 更新,,,,配信,アニメ放題,2020-04-05,
2020年4月12日,日曜 22:00 更新,,,,配信,dアニメストア,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,FOD,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,GYAO!,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,バンダイチャンネル,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,ひかりTV,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,ニコニコチャンネル,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,ビデオマーケット,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,DMM動画,2020-04-12,
2020年4月12日,日曜 22:00 更新,,,,配信,music.jp,2020-04-12,
2020年4月13日,月曜 0:00（日曜深夜） 更新,,,,配信,J:COMオンデマンド,2020-04-13,
2020年4月13日,月曜 0:00（日曜深夜） 更新,,,,配信,TELASA,2020-04-13,
2020年4月13日,月曜 0:00（日曜深夜） 更新,,,,配信,みるプラス,2020-04-13,
2020年4月13日,月曜 2:30 - 3:00（日曜深夜）,,,,配信,ABEMA,2020-04-13,
2020年4月13日,月曜 3:00（日曜深夜） 更新,,,,配信,ABEMAビデオ,2020-04-13,
2020年4月13日,月曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2020-04-13,
