期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月5日 - 3月23日,木曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[19] / リピート放送あり,放送,,2023-01-05,2023-03-23
2023年1月5日 - 3月23日,木曜 22:30 - 23:00,TOKYO MX,東京都,製作参加 / 字幕放送,放送,,2023-01-05,2023-03-23
2023年1月6日 - 3月24日,金曜 0:30 - 1:00（木曜深夜）,BS日テレ,日本全域,BS放送 / 『アニメにむちゅ〜』枠,放送,,2023-01-06,2023-03-24
2023年1月9日 - 3月27日,月曜 2:29 - 2:59（日曜深夜）,関西テレビ,近畿広域圏,製作参加,放送,,2023-01-09,2023-03-27
2022年1月6日,金曜 1:00（木曜深夜）,,,,配信,DMM TV,2022-01-06,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,dアニメストア,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,U-NEXT,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,アニメ放題,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,Hulu,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,J:COMオンデマンドメガパック,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,auスマートパスプレミアム,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,TELASA,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,milplus,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,dTV,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,アニメタイムズ,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,FOD,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,バンダイチャンネル,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,Amazon Prime Video,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,Netflix,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,ABEMA,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,ひかりTV,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,Paravi,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,ふらっと動画,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,ニコニコ生放送,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,Rakuten TV,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,ビデオマーケット,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,GYAO!ストア,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,music.jp,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,Google Play,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,TVer,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,GYAO!,2022-01-09,
2022年1月9日,月曜 0:00（日曜深夜）以降順次,,,,配信,マンガUP!,2022-01-09,
