期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2020年7月9日 - 12月17日,木曜 0:55 - 1:25（水曜深夜）,フジテレビ,関東広域圏,製作参加 / 『+Ultra』枠,放送,2020-07-09,2020-12-17
2020年7月9日 - 12月17日,木曜 1:55 - 2:25（水曜深夜）,テレビ西日本,福岡県,,放送,2020-07-09,2020-12-17
2020年7月10日 - 12月18日,金曜 1:55 - 2:25（木曜深夜）,関西テレビ,近畿広域圏,,放送,2020-07-10,2020-12-18
2020年7月12日 - 12月20日,日曜 1:45 - 2:15（土曜深夜）,東海テレビ,中京広域圏,,放送,2020-07-12,2020-12-20
2020年7月13日 - 12月21日,月曜 1:10 - 1:40（日曜深夜）,北海道文化放送,北海道,,放送,2020-07-13,2020-12-21
2020年7月16日 - 12月24日,木曜 0:00 - 0:30（水曜深夜）,BSフジ,日本全域,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,2020-07-16,2020-12-24
