期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年7月3日 - 9月25日,日曜 0:30 - 1:00（土曜深夜）,TOKYO MX,東京都,,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 0:30 - 1:00（土曜深夜）,とちぎテレビ,栃木県,,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 0:30 - 1:00（土曜深夜）,群馬テレビ,群馬県,,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 0:30 - 1:00（土曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 2:30 - 3:00（土曜深夜）,メ〜テレ,中京広域圏,製作参加,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 2:30 - 3:00（土曜深夜）,朝日放送テレビ,近畿広域圏,『ANiMAZiNG2!!!』枠,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 22:00 - 22:30,AT-X,日本全域,CS放送 / 字幕放送[16] / リピート放送あり[17],放送,,2022-07-03,2022-09-25
2022年7月3日,日曜 1:00（土曜深夜） 更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2022-07-03,
2022年7月5日,火曜 12:00 更新,,,,配信,Netflix,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,Amazon Prime Video,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,U-NEXT,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,アニメ放題,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,ABEMAプレミアム,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,WOWOWオンデマンド,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,Hulu,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,FOD,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,GYAO!,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,ニコニコチャンネル,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,ひかりTV,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,ビデオマーケット,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,music.jp,2022-07-05,
2022年7月5日,火曜 12:00 更新,,,,配信,Tver,2022-07-05,
2022年7月5日,火曜 23:30 - 水曜 0:00,,,,配信,ニコニコ生放送,2022-07-05,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,TELASA,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,milplus,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,マンガUP!,2022-07-06,
