期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月8日 - 4月2日,日曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2023-01-08,2023-04-02
2023年1月10日 - 4月4日,火曜 2:29 - 2:59（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第2部,放送,,2023-01-10,2023-04-04
2023年1月11日 - 4月5日,水曜 0:00 - 0:30（火曜深夜）,BSフジ,日本全域,BS/BS4K放送 / 『アニメギルド』枠,放送,,2023-01-11,2023-04-05
2023年1月8日,日曜 23:00,,,,配信,ABEMA,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,Amazon Prime Video,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,auスマートパスプレミアム,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,アニメタイムズ,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,バンダイチャンネル,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,クランクイン！ビデオ,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,dアニメストア,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,dTV,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,DMM TV,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,FOD,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,GYAO!,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,GYAO!ストア,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,Hulu,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,J:COMオンデマンドメガパック,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,milplus,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,TELASA,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,U-NEXT,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,Rakuten TV,2023-01-08,
2023年1月8日,日曜 23:00,,,,配信,ビデオマーケット,2023-01-08,
