期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月10日 - 6月27日,日曜 7:00 - 7:30,テレビ東京（製作局）をはじめとするテレビ東京系列全6局,日本国内[注 1],[注 2],放送,,2021-01-10,2021-06-27
2021年1月12日 - 6月29日,火曜 17:00 - 17:29,BSテレ東,日本全域,BS/BS4K放送,放送,,2021-01-12,2021-06-29
2021年1月16日 - 7月10日,土曜 5:00 - 5:30,中国放送,広島県,,放送,,2021-01-16,2021-07-10
2021年1月16日 - 7月10日,土曜 5:30 - 6:00,仙台放送,宮城県,以前のシリーズは県内未放送,放送,,2021-01-16,2021-07-10
2021年1月16日 - 7月10日,土曜 17:00 - 17:30,新潟放送,新潟県,,放送,,2021-01-16,2021-07-10
2021年1月17日 - 7月4日,日曜 5:30 - 6:00,テレビ静岡,静岡県,,放送,,2021-01-17,2021-07-04
2021年1月23日 - 7月10日,土曜 8:30 - 9:00,テレビ和歌山,和歌山県,,放送,,2021-01-23,2021-07-10
2021年2月26日 - 8月20日,金曜 20:00 - 20:30,AT-X,日本全域,CS放送 / リピート放送あり[8],放送,,2021-02-26,2021-08-20
2021年4月3日 - 9月25日,土曜 6:15 - 6:45,テレビユー福島,福島県,[9],放送,,2021-04-03,2021-09-25
2021年1月10日,日曜 7:30 更新,,,,配信,あにてれバンダイチャンネル,2021-01-10,
2021年1月31日,日曜 7:30 更新,,,初回は第1話から第4話まで一挙公開。,配信,TVer,2021-01-31,
2021年2月23日,火曜 19:30 - 20:00,,,プレミア公開方式 / 第7話より開始。,配信,YouTube BN Picturesチャンネル,2021-02-23,
