期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年7月4日 - 9月26日,土曜 0:00 - 0:30（金曜深夜）,TOKYO MX,東京都,製作参加,放送,,2020-07-04,2020-09-26
2020年7月4日 - 9月26日,土曜 0:00 - 0:30（金曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2020-07-04,2020-09-26
2020年7月4日 - 9月26日,土曜 0:00 - 0:30（金曜深夜）,とちぎテレビ,栃木県,,放送,,2020-07-04,2020-09-26
2020年7月4日 - 9月26日,土曜 0:00 - 0:30（金曜深夜）,群馬テレビ,群馬県,,放送,,2020-07-04,2020-09-26
2020年7月4日 - 9月26日,土曜 0:00 - 0:30（金曜深夜）,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-07-04,2020-09-26
2020年7月5日 - 9月27日,日曜 3:38 - 4:08（土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第4部,放送,,2020-07-05,2020-09-27
2020年7月7日 - 9月29日,火曜 3:05 - 3:35（月曜深夜）,テレビ愛知,愛知県,,放送,,2020-07-07,2020-09-29
2020年7月4日（通常盤）2020年7月9日（Hネルギー解放版）,土曜 0:00（金曜深夜） 更新（通常盤）木曜 12:00 更新（Hネルギー解放版）,,,,配信,dアニメストア,2020-07-04,
2020年7月4日（通常盤）2020年7月9日（Hネルギー解放版）,土曜 0:00（金曜深夜） 更新（通常盤）木曜 12:00 更新（Hネルギー解放版）,,,,配信,dアニメストア ニコニコ支店,2020-07-04,
2020年7月4日（通常盤）2020年7月9日（Hネルギー解放版）,土曜 0:00（金曜深夜） 更新（通常盤）木曜 12:00 更新（Hネルギー解放版）,,,,配信,dアニメストア for Prime Video,2020-07-04,
2020年7月6日,月曜 12:00 更新,,,,配信,ニコニコチャンネル,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,GYAO!,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,U-NEXT,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,アニメ放題,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,バンダイチャンネル,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,TELASA,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,FOD,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,ひかりTV,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,ビデオマーケット,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,DMM.com,2020-07-06,
2020年7月6日,月曜 12:00 更新,,,,配信,music.jp,2020-07-06,
2020年7月6日,月曜 12:00 - 12:30,,,,配信,ABEMA,2020-07-06,
2020年7月6日,月曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2020-07-06,
