期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2022年4月3日 - 2023年3月26日,日曜 9:30 - 9:45,テレビ大阪（製作局）をはじめとするテレビ東京系列全6局,北海道・関東広域圏・愛知県大阪府・岡山県・香川県・福岡県,,放送,2022-04-03,2023-03-26
