期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年7月12日 - 9月27日,日曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2020-07-12,2020-09-27
2020年7月12日 - 9月27日,日曜 23:00 - 23:30,KBS京都,京都府,,放送,,2020-07-12,2020-09-27
2020年7月12日 - 9月27日,日曜 23:30 - 月曜 0:00,サンテレビ,兵庫県,,放送,,2020-07-12,2020-09-27
2020年7月15日 - 9月30日,水曜 0:30 - 1:00（火曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-07-15,2020-09-30
2020年7月16日 - 10月1日,木曜 23:00 - 23:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-07-16,2020-10-01
2020年7月4日,土曜 19:30 更新（第1話）火曜 12:00 更新（第2話以降）,,,,配信,dアニメストア,2020-07-04,
2020年7月14日,火曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,GYAO!ストア,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,TSUTAYA TV,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,TELASA,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,DMM.com,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,ひかりTV,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,HAPPY動画,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,ビデオマーケット,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,milplus,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,ムービーフル,2020-07-14,
2020年7月14日,火曜 12:00 更新,,,,配信,Rakuten TV,2020-07-14,
2020年7月17日,金曜 12:00 更新,,,,配信,ニコニコチャンネル,2020-07-17,
2020年7月17日,金曜 12:00 更新,,,,配信,AbemaTV,2020-07-17,
2020年7月17日,金曜 12:00 更新,,,,配信,Netflix,2020-07-17,
2020年7月17日,金曜 12:00 更新,,,,配信,バンダイチャンネル,2020-07-17,
2020年7月17日,金曜 12:00 更新,,,,配信,U-NEXT,2020-07-17,
2020年7月17日,金曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2020-07-17,
