期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月9日 - 3月27日,日曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2022-01-09,2022-03-27
2022年1月12日 - 3月30日,水曜 0:30 - 1:00（火曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-01-12,2022-03-30
2022年1月12日 - 3月30日,水曜 2:30 - 3:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第1部,放送,,2022-01-12,2022-03-30
2022年1月9日,日曜 23:00 - 23:30,,,,配信,ABEMA,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,Amazon Prime Video,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,MBS動画イズム,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,GYAO!ストア,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,J:COMオンデマンド,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,TELASA,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,DMM.com,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,ニコニコチャンネル,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,バンダイチャンネル,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,ひかりTV,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,ビデオマーケット,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,music.jp,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,milplus,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,ムービーフル,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,Rakuten TV,2022-01-09,
2022年1月9日,日曜 23:30 更新,,,,配信,HAPPY動画,2022-01-09,
2022年1月16日,日曜 12:00 更新,,,,配信,アニメ放題,2022-01-16,
2022年1月16日,日曜 12:00 更新,,,,配信,auスマートパスプレミアム,2022-01-16,
2022年1月16日,日曜 12:00 更新,,,,配信,dアニメストア,2022-01-16,
2022年1月16日,日曜 12:00 更新,,,,配信,FOD,2022-01-16,
2022年1月16日,日曜 12:00 更新,,,,配信,U-NEXT,2022-01-16,
2022年1月16日,日曜 12:00 更新,,,,配信,GYAO!,2022-01-16,
2022年1月16日,日曜 12:00 更新,,,,配信,TVer,2022-01-16,
2022年1月16日,日曜 22:00 - 22:30,,,,配信,ニコニコ生放送,2022-01-16,
