期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年7月3日 - 9月18日（第1クール）2022年1月15日 - 4月2日（第2クール）,土曜 0:00 - 0:30（金曜深夜）,TOKYO MX,東京都,,放送,,2021-07-03,
2021年7月3日 - 9月18日（第1クール）2022年1月15日 - 4月2日（第2クール）,土曜 0:00 - 0:30（金曜深夜）,とちぎテレビ,栃木県,,放送,,2021-07-03,
2021年7月3日 - 9月18日（第1クール）2022年1月15日 - 4月2日（第2クール）,土曜 0:00 - 0:30（金曜深夜）,群馬テレビ,群馬県,,放送,,2021-07-03,
2021年7月3日 - 9月18日（第1クール）2022年1月15日 - 4月2日（第2クール）,土曜 0:00 - 0:30（金曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-07-03,
2021年7月4日 - 9月19日（第1クール）2022年1月16日 - 4月3日（第2クール）,日曜 2:38 - 3:08（土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第2部,放送,,2021-07-04,
2021年7月7日 - 9月22日（第1クール）2022年1月19日 - 4月6日（第2クール）,水曜 1:27 - 1:57（火曜深夜）,中国放送,広島県,,放送,,2021-07-07,
2021年7月8日 - 9月23日（第1クール）2022年1月20日 - 4月7日（第2クール）,木曜 2:35 - 3:05（水曜深夜）,CBCテレビ,中京広域圏,,放送,,2021-07-08,
2021年7月9日 - 9月24日（第1クール）2022年1月21日 - 4月8日（第2クール）,金曜 1:58 - 2:28（木曜深夜）,北海道放送,北海道,,放送,,2021-07-09,
2021年7月9日 - 9月24日（第1クール）2022年1月21日 - 4月8日（第2クール）,金曜 3:00 - 3:30（木曜深夜）,RKB毎日放送,福岡県,,放送,,2021-07-09,
2021年7月24日 - 10月9日（第1クール）2022年1月22日 - 4月9日（第2クール）,土曜 21:30 - 22:00（第1クール）土曜 22:30 - 23:00（第2クール）,アニマックス,日本全域,BS/CS放送 / 字幕放送,放送,,2021-07-24,
2021年7月3日（第1クール）,土曜 0:30（金曜深夜） 更新,,,,配信,Amazon Prime Video,2021-07-03,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,dアニメストア（本店・for Prime Video）,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,GYAO!,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,バンダイチャンネル,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,Hulu,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,ビデオマーケット,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,music.jp,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,ひかりTV,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,FOD,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,U-NEXT,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,アニメ放題,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,ABEMAビデオ,2021-07-06,
2021年7月6日（第1クール）,火曜 12:00 更新,,,,配信,ニコニコチャンネル,2021-07-06,
2021年7月6日（第1クール）,火曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2021-07-06,
2021年7月6日（第1クール）,火曜 23:30 - 水曜 0:00,,,,配信,ABEMA,2021-07-06,
