期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月7日 - 3月25日,木曜 23:30 - 金曜 0:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送 / リピート放送あり,放送,,2021-01-07,2021-03-25
2021年1月8日 - 3月26日,金曜 0:00 - 0:30（木曜深夜）,TOKYO MX,東京都,製作参加,放送,,2021-01-08,2021-03-26
2021年1月9日 - 3月27日,土曜 0:30 - 1:00（金曜深夜）,BSフジ,日本全域,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,,2021-01-09,2021-03-27
2021年1月9日 - 3月27日,土曜 2:55 - 3:25（金曜深夜）,毎日放送,近畿広域圏,,放送,,2021-01-09,2021-03-27
2021年1月10日 - 3月28日,日曜 1:50 - 2:20（土曜深夜）,テレビ愛知,愛知県,製作参加,放送,,2021-01-10,2021-03-28
2021年1月26日 - 4月13日,火曜 1:18 - 1:48（月曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2021-01-26,2021-04-13
2021年1月8日,金曜 0:00（月曜深夜） 更新,,,,配信,Amazon Prime Video,2021-01-08,
2021年1月8日,金曜 0:30（月曜深夜） 更新,,,,配信,dTV,2021-01-08,
2021年1月10日,日曜 12:00 更新,,,,配信,あにてれ,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,MBS動画イズム,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,GYAO!ストア,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,DMM.com,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,ニコニコチャンネル,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,ひかりTV,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,ビデオマーケット,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,music.jp,2021-01-10,
2021年1月10日,日曜 12:00 更新,,,,配信,Rakuten TV,2021-01-10,
