期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年4月2日 - 6月25日,土曜 23:30 - 日曜 0:00,TOKYO MX,東京都,製作参加,放送,,2022-04-02,2022-06-25
2022年4月2日 - 6月25日,土曜 23:30 - 日曜 0:00,とちぎテレビ,栃木県,,放送,,2022-04-02,2022-06-25
2022年4月2日 - 6月25日,土曜 23:30 - 日曜 0:00,群馬テレビ,群馬県,,放送,,2022-04-02,2022-06-25
2022年4月2日 - 6月25日,土曜 23:30 - 日曜 0:00,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2022-04-02,2022-06-25
2022年4月3日 - 6月26日,日曜 3:08 - 3:38（土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第3部,放送,,2022-04-03,2022-06-26
2022年4月3日 - 6月26日,日曜 23:30 - 月曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[17] / リピート放送あり,放送,,2022-04-03,2022-06-26
2022年4月6日 - 6月29日,水曜 1:30 - 2:00（火曜深夜）,テレビ北海道,北海道,,放送,,2022-04-06,2022-06-29
2022年4月9日 - 7月2日,土曜 1:30 - 2:00（金曜深夜）,岩手めんこいテレビ,岩手県,,放送,,2022-04-09,2022-07-02
2022年4月12日 - 7月4日,火曜 1:50 - 2:20（月曜深夜）,九州朝日放送,福岡県,[注 1],放送,,2022-04-12,2022-07-04
2022年4月25日 -,月曜 12:30 - 13:00,グリーンチャンネル,日本全域,BS/CS放送火-金曜日の同時刻、水曜22:30-23:00などのリピート放送あり,放送,,2022-04-25,
2022年4月2日,土曜 23:30 - 日曜 0:00,,,,配信,ABEMA,2022-04-02,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,GYAO!,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,ニコニコチャンネル,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,Amazon Prime Video,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,dアニメストア（本店・for Prime Video・ニコニコ支店）,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,U-NEXT,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,アニメ放題,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,バンダイチャンネル,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,Hulu,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,J:COMオンデマンド,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,TELASA,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,みるプラス,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,auスマートパスプレミアム,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,FOD,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,WOWOWオンデマンド,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,ビデオマーケット,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,DMM.com,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,music.jp,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,GYAO!ストア,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,HAPPY!動画,2022-04-05,
2022年4月5日以降順次,火曜 12:00以降順次更新,,,,配信,ムービーフルplus,2022-04-05,
2022年4月5日,火曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2022-04-05,
2022年4月25日,月曜 12:30 更新,,,,配信,グリーンチャンネルWeb,2022-04-25,
