期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2006年4月5日 - 9月27日,水曜 2:00 - 2:30（火曜深夜）,関西テレビ,近畿広域圏,,放送,,2006-04-05,2006-09-27
2006年4月6日 - 9月28日,木曜 1:30 - 2:00（水曜深夜）,チバテレビ,千葉県,,放送,,2006-04-06,2006-09-28
2006年4月6日 - 9月28日,木曜 2:00 - 2:30（水曜深夜）,テレビ埼玉,埼玉県,,放送,,2006-04-06,2006-09-28
2006年4月9日 - 10月1日,日曜 1:00 - 1:30（土曜深夜）,テレビ神奈川,神奈川県,,放送,,2006-04-09,2006-10-01
2006年5月5日 - 10月27日,金曜 3:27 - 3:57（木曜深夜）,東海テレビ,中京広域圏,,放送,,2006-05-05,2006-10-27
2006年5月27日 - 11月18日,土曜 13:30 - 14:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2006-05-27,2006-11-18
2006年5月15日,月曜 更新,,,,配信,バンダイチャンネル,2006-05-15,
2006年5月15日,月曜 更新,,,,配信,アニメイトTV,2006-05-15,
2007年7月6日 - 9月14日,金曜 3:27 - 3:57（木曜深夜）,東海テレビ,中京広域圏,第11話で打ち切り,放送,,2007-07-06,2007-09-14
2007年7月7日 - 12月22日,土曜 2:30 - 3:00（金曜深夜）,KBS京都,京都府,,放送,,2007-07-07,2007-12-22
2007年7月10日 - 10月2日,火曜 1:30 - 2:00（月曜深夜）,テレビ埼玉,埼玉県,第13話で打ち切り,放送,,2007-07-10,2007-10-02
2007年7月10日 - 12月18日,火曜 2:10 - 2:40（月曜深夜）,チバテレビ,千葉県,,放送,,2007-07-10,2007-12-18
2007年7月10日 - 12月18日,火曜 2:10 - 2:40（月曜深夜）,サンテレビ,兵庫県,,放送,,2007-07-10,2007-12-18
2007年7月11日 - 12月19日,水曜 9:30 - 10:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2007-07-11,2007-12-19
2007年7月15日 - 12月23日,日曜 1:30 - 2:00（土曜深夜）,テレビ神奈川,神奈川県,,放送,,2007-07-15,2007-12-23
2007年8月1日,水曜 更新,,,,配信,アニメイトTV,2007-08-01,
2007年8月1日,水曜 更新,,,,配信,バンダイチャンネル,2007-08-01,
