期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年10月1日 - 12月17日,土曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2022-10-01,2022-12-17
2022年10月1日 - 12月17日,土曜 22:30 - 23:00,サンテレビ,兵庫県,,放送,,2022-10-01,2022-12-17
2022年10月1日 - 12月17日,土曜 23:30 - 日曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[26] / リピート放送あり,放送,,2022-10-01,2022-12-17
2022年10月2日 - 12月18日,日曜 23:00 - 23:30,BS日テレ,日本全域,BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,,2022-10-02,2022-12-18
2022年10月6日 - 12月22日,木曜 1:55 - 2:25（水曜深夜）,北海道テレビ,北海道,,放送,,2022-10-06,2022-12-22
2022年10月11日 - 12月27日,火曜 1:50 - 2:20（月曜深夜）,秋田朝日放送,秋田県,,放送,,2022-10-11,2022-12-27
2022年10月14日 - 2023年1月6日,金曜 2:15 - 2:45（木曜深夜）,新潟テレビ21,新潟県,[27],放送,,2022-10-14,2023-01-06
2022年10月14日 -,金曜 1:40 - 2:10（木曜深夜）,山形テレビ,山形県,,放送,,2022-10-14,
2022年10月28日 -,金曜 1:18 - 1:48（木曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2022-10-28,
2022年10月31日 -,月曜 2:05 - 2:35（日曜深夜）,北陸朝日放送,石川県,,放送,,2022-10-31,
2022年10月1日,土曜 22:00 更新,,,,配信,dアニメストア,2022-10-01,
2022年10月1日,土曜 22:30 - 23:00,,,,配信,ABEMA[28],2022-10-01,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,Amazon Prime Video,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,FOD,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,Hulu,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,J:COMオンデマンドメガパック,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,milplus見放題パックプライム,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,TELASA,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,U-NEXT,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,アニメ放題,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,auスマートパスプレミアム,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,ひかりTV,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,バンダイチャンネル,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,GYAO!,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,ニコニコチャンネル[30],2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,DMM.com,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,GYAO!ストア,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,HAPPY!動画,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,ムービーフルplus,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,music.jp,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,Rakuten TV,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,クランクイン！ビデオ,2022-10-08,
2022年10月8日,土曜 0:00（金曜深夜） 更新[29],,,,配信,ビデオマーケット,2022-10-08,
2022年10月8日,土曜 0:00 - 0:30（金曜深夜）,,,,配信,ニコニコ生放送[30],2022-10-08,
