期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月8日 - 3月26日,土曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2022-01-08,2022-03-26
2022年1月8日 - 3月26日,土曜 22:00 - 22:30,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-01-08,2022-03-26
2022年1月8日 - 3月26日,土曜 22:30 - 23:00,サンテレビ,兵庫県,,放送,,2022-01-08,2022-03-26
2022年1月11日 - 3月29日,火曜 23:00 - 23:30,AT-X,日本全域,CS放送 / 字幕放送[72] / リピート放送あり,放送,,2022-01-11,2022-03-29
2022年1月8日,土曜 22:00 - 22:30,,,,配信,ABEMA,2022-01-08,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,dアニメストア,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,Netflix,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,Amazon Prime Video,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,アニメカ,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,U-NEXT,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,アニメ放題,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,GYAO!,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,FOD,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,バンダイチャンネル,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,hulu,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,TELASA,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,J:COMオンデマンド,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,milplus,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,auスマートパスプレミアム,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,Google Play,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,ひかりTV,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,niconico,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,ビデオマーケット,2022-01-13,
2022年1月13日以降順次,木曜 0:00 以降順次更新,,,,配信,マンガUP!,2022-01-13,
2022年1月13日,木曜 0:30 - 1:00（水曜深夜）,,,,配信,ニコニコ生放送,2022-01-13,
