期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月3日 - 2022年10月9日[50],日曜 10:00 - 10:30,テレビ東京系列全6局,日本国内[注 32],同時ネット,放送,,2021-10-03,2022-10-09
2021年10月5日 - 2022年10月11日[51],火曜 23:30 - 水曜 0:00,AT-X,日本全域,CS放送 / リピート放送あり[52],放送,,2021-10-05,2022-10-11
2021年10月10日 - 2022年10月16日,日曜 5:30 - 6:00,テレビ新広島,広島県,,放送,,2021-10-10,2022-10-16
2021年10月10日 - 2022年10月16日,日曜 6:30 - 7:00,仙台放送,宮城県,,放送,,2021-10-10,2022-10-16
2021年10月29日 - 2022年10月28日,金曜 7:00 - 7:30,テレビ和歌山,和歌山県,[注 33],放送,,2021-10-29,2022-10-28
2021年11月27日 -,土曜 11:30 - 12:00,キッズステーション,日本全域,CS放送[53],放送,,2021-11-27,
2021年12月13日 - 2022年12月19日,月曜 17:25 - 17:55,びわ湖放送,滋賀県,[注 33][54],放送,,2021-12-13,2022-12-19
2022年5月4日 -,水曜 7:30 - 8:00,奈良テレビ,奈良県,[注 33],放送,,2022-05-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,dアニメストア,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,U-NEXT,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,アニメ放題,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,dTV,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,アニメタイムズ,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,Hulu,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,ニコニコチャンネル,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,J:COM オンデマンド,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,TELASA,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,milplus,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,auスマートパスプレミアム,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,Rakuten TV,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,バンダイチャンネル,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,ビデオマーケット,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,music.jp,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,DMM.com,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,GYAO!ストア,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,HAPPY!動画,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,Google Play,2021-10-04,
2021年10月4日,月曜 17:00以降 更新,,,,配信,TSUTAYA TV,2021-10-04,
2021年10月4日,月曜 21:30 - 22:00,,,,配信,ニコニコ生放送,2021-10-04,
2021年10月5日,火曜 12:00 更新,,,,配信,YouTube（ちゃおチャンネル｜テレビ東京公式 あにてれちゃんねる）,2021-10-05,
