期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2016年7月6日 - 9月28日,水曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2016-07-06,2016-09-28
2016年7月6日 - 9月28日,水曜 23:00 - 23:30,BSスカパー!,日本全域,BS/CS放送,放送,,2016-07-06,2016-09-28
2016年7月7日 - 9月29日,木曜 0:00 - 0:30（水曜深夜）,サンテレビ,兵庫県,,放送,,2016-07-07,2016-09-29
2016年7月7日 - 9月29日,木曜 1:00 - 1:30（水曜深夜）,KBS京都,京都府,,放送,,2016-07-07,2016-09-29
2016年7月7日 - 9月29日,木曜 2:00 - 2:30（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2016-07-07,2016-09-29
2016年7月7日 - 9月29日,木曜 2:35 - 3:05（水曜深夜）,テレビ愛知,愛知県,,放送,,2016-07-07,2016-09-29
2016年7月 - 9月,不明,,,,配信,dアニメストア,,
2016年7月 - 9月,不明,,,,配信,アニメイトチャンネル,,
2020年10月7日 - 12月30日,水曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2020-10-07,2020-12-30
2020年10月7日 - 12月30日,水曜 23:30 - 木曜 0:00,KBS京都,京都府,,放送,,2020-10-07,2020-12-30
2020年10月8日 - 12月31日,木曜 0:30 - 1:00（水曜深夜）,サンテレビ,兵庫県,,放送,,2020-10-08,2020-12-31
2020年10月8日 - 12月31日,木曜 2:11 - 2:41（水曜深夜）,メ〜テレ,中京広域圏,,放送,,2020-10-08,2020-12-31
2020年10月9日 - 2021年1月1日,金曜 0:00 - 0:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-10-09,2021-01-01
2020年10月7日,水曜 22:30 更新,,,,配信,U-NEXT,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,アニメ放題,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,dアニメストア,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,ニコニコチャンネル,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,あにてれ,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,ビデオマーケット,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,music.jp,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,GYAO!ストア,2020-10-07,
2020年10月7日,水曜 22:30 更新,,,,配信,Rakuten TV,2020-10-07,
2020年10月7日,水曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2020-10-07,
2020年10月8日,木曜 12:00 更新,,,,配信,バンダイチャンネル,2020-10-08,
2020年10月8日,木曜 12:00 更新,,,,配信,ABEMA,2020-10-08,
2020年10月8日,木曜 12:00 更新,,,,配信,FOD,2020-10-08,
2020年10月8日,木曜 12:00 更新,,,,配信,ひかりTV,2020-10-08,
2020年10月8日,木曜 12:00 更新,,,,配信,Hulu,2020-10-08,
2020年10月8日,木曜 12:00 更新,,,,配信,HAPPY!動画,2020-10-08,
2020年10月8日,木曜 12:00 更新,,,,配信,ムービーフルplus,2020-10-08,
2020年10月8日,木曜 19:00 更新,,,,配信,TSUTAYA TV,2020-10-08,
2020年10月9日,金曜 0:00（木曜深夜） 更新,,,,配信,TELASA,2020-10-09,
2020年10月9日,金曜 0:00（木曜深夜） 更新,,,,配信,J:COMオンデマンド,2020-10-09,
2020年10月9日,金曜 0:00（木曜深夜） 更新,,,,配信,auスマートパス プレミアム,2020-10-09,
2020年10月9日,金曜 0:00（木曜深夜） 更新,,,,配信,milplus,2020-10-09,
