期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年10月5日 - 2023年2月15日,水曜 22:30 - 23:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[53] / リピート放送あり,放送,,2022-10-05,2023-02-15
2022年10月5日 - 2023年2月15日,水曜 23:30 - 木曜 0:00,TOKYO MX,東京都,,放送,,2022-10-05,2023-02-15
2022年10月6日 - 2023年2月16日,木曜 0:30 - 1:00（水曜深夜）,KBS京都,京都府,,放送,,2022-10-06,2023-02-16
2022年10月6日 - 2023年2月16日,木曜 0:30 - 1:00（水曜深夜）,サンテレビ,兵庫県,,放送,,2022-10-06,2023-02-16
2022年10月6日 - 2023年2月16日,木曜 0:30 - 1:00（水曜深夜）,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,,2022-10-06,2023-02-16
2022年10月7日 - 2023年2月17日,金曜 2:35 - 3:05（木曜深夜）,テレビ愛知,愛知県,,放送,,2022-10-07,2023-02-17
2022年10月5日,水曜 23:00 更新,,,,配信,ABEMA,2022-10-05,
2022年10月5日,水曜 23:00 更新,,,,配信,dアニメストア,2022-10-05,
2022年10月12日以降,順次 更新,,,,配信,niconico,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,Disney+,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,Netflix,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,ひかりTV,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,GYAO!,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,FOD,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,バンダイチャンネル,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,Hulu,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,TELASA,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,J:COMオンデマンド,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,milplus,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,アニメ放題,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,Amazon Prime Video,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,U-NEXT,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,Rakuten TV,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,DMM.com,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,music.jp,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,ビデオマーケット,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,HAPPY!動画,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,クランクイン！ビデオ,2022-10-12,
2022年10月12日以降,順次 更新,,,,配信,ムービーフルplus,2022-10-12,
