期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2018年1月7日 - 3月25日,日曜 1:00 - 1:30（土曜深夜）,TOKYO MX,東京都,,放送,,2018-01-07,2018-03-25
2018年1月7日 - 3月25日,日曜 1:00 - 1:30（土曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2018-01-07,2018-03-25
2018年1月8日 - 3月26日,月曜 22:30 - 23:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2018-01-08,2018-03-26
2018年1月10日 - 3月28日,水曜 23:00 - 23:30,とちぎテレビ,栃木県,,放送,,2018-01-10,2018-03-28
2018年1月11日 - 3月29日,木曜 1:25 - 1:55（水曜深夜）,中国放送,広島県,,放送,,2018-01-11,2018-03-29
2018年1月7日,日曜 1:00 - 1:30（土曜深夜）,,,,配信,AbemaTV[注釈 33][注釈 34],2018-01-07,
2018年1月7日,日曜 1:00 - 1:30（土曜深夜）,,,,配信,ニコニコ生放送[注釈 35],2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,あにてれ,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,Amazonビデオ,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,GYAO!,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,dTV,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,ビデオマーケット,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,Hulu,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,FOD,2018-01-07,
2018年1月7日,日曜 1:00（土曜深夜）更新,,,,配信,Rakuten TV,2018-01-07,
2018年1月7日,日曜 1:30（土曜深夜）更新,,,,配信,ニコニコチャンネル,2018-01-07,
2018年1月7日,日曜 12:00更新,,,,配信,dアニメストア,2018-01-07,
2018年1月7日,日曜 12:00更新,,,,配信,U-NEXT,2018-01-07,
2018年1月7日,日曜 12:00更新,,,,配信,アニメ放題,2018-01-07,
2018年1月8日,月曜 12:00更新,,,,配信,バンダイチャンネル,2018-01-08,
2018年1月8日,月曜 12:00更新,,,,配信,ビデオパス,2018-01-08,
2018年1月8日,月曜 12:00更新,,,,配信,ふらっと動画,2018-01-08,
2018年1月,不定期,,,,配信,Netflix,,
2019年4月1日,月曜 22:00 - 23:00,TOKYO MX,東京都,,放送,,2019-04-01,
2019年4月1日,月曜 23:00 - 24:00,とちぎテレビ,栃木県,,放送,,2019-04-01,
2019年4月1日,月曜 23:30 - 火曜 0:30,AT-X,日本全域,CS放送,放送,,2019-04-01,
2019年4月2日,火曜 0:00 - 1:00,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2019-04-02,
2019年4月1日,月曜 22:00 - 23:00,,,,配信,ニコニコ動画,2019-04-01,
2019年4月1日,月曜 22:00 - 23:00,,,,配信,AbemaTV,2019-04-01,
2019年4月1日,月曜 22:30更新,,,,配信,ビデオマーケット,2019-04-01,
2019年4月1日,月曜 22:30更新,,,,配信,dアニメストア,2019-04-01,
2019年4月1日,月曜 22:30更新,,,,配信,Hulu,2019-04-01,
2019年4月1日,月曜 22:30更新,,,,配信,あにてれ,2019-04-01,
2019年4月1日,月曜 22:30更新,,,,配信,Rakuten TV,2019-04-01,
2019年4月2日,火曜 0:00更新,,,,配信,Amazonプライム・ビデオ,2019-04-02,
2019年4月2日,火曜 0:00更新,,,,配信,FOD,2019-04-02,
2019年4月2日,火曜 12:00更新,,,,配信,バンダイチャンネル,2019-04-02,
2019年4月2日,火曜 12:00更新,,,,配信,U-NEXT,2019-04-02,
2019年4月2日,火曜 12:00更新,,,,配信,アニメ放題,2019-04-02,
2019年4月2日,火曜 12:00更新,,,,配信,ふらっと動画,2019-04-02,
2021年10月9日 -,日曜 1:30 - 2:00（土曜深夜）,TOKYO MX,東京都,,放送,,2021-10-09,
2021年10月9日 -,日曜 1:30 - 2:00（土曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-10-09,
2021年10月9日 -,日曜 1:30 - 2:00（土曜深夜）,AT-X,日本全域,CS放送 / 字幕放送[96] / リピート放送あり,放送,,2021-10-09,
