期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年10月9日 - 12月25日,金曜 1:58 - 2:28（木曜深夜）,TBSテレビ,関東広域圏,制作局 / 『アニメリコ』第2部,放送,,2020-10-09,2020-12-25
2020年10月9日 - 12月25日,金曜 23:30 - 土曜 0:00,BS11,日本全域,製作協力 / BS放送 / 『ANIME+』枠,放送,,2020-10-09,2020-12-25
2020年10月19日 - 2021年1月4日,月曜 1:30 - 2:00（日曜深夜）,TBSチャンネル1,日本全域,CS放送 / リピート放送あり / 『アニメリコ』第2部[51],放送,,2020-10-19,2021-01-04
2020年10月10日,土曜 1:35 - 2:05（金曜深夜）,,,,配信,ABEMA,2020-10-10,
2020年10月13日,火曜 1:35（月曜深夜） 更新,,,,配信,dアニメストア,2020-10-13,
2020年10月15日以降,不明,,,,配信,niconico,2020-10-15,
2020年10月15日以降,不明,,,,配信,GYAO!,2020-10-15,
2020年10月15日以降,不明,,,,配信,ひかりTV,2020-10-15,
2020年10月15日以降,不明,,,,配信,FOD,2020-10-15,
2020年10月15日以降,不明,,,,配信,バンダイチャンネル,2020-10-15,
2020年10月15日以降,不明,,,,配信,Hulu,2020-10-15,
2020年10月15日以降,不明,,,,配信,J:COMオンデマンド,2020-10-15,
2020年10月15日以降,不明,,,,配信,TELASA,2020-10-15,
2020年10月15日以降,不明,,,,配信,U-NEXT,2020-10-15,
2020年10月15日以降,不明,,,,配信,アニメ放題,2020-10-15,
2020年10月15日以降,不明,,,,配信,Amazonプライム・ビデオ,2020-10-15,
2020年10月15日以降,不明,,,,配信,Rakuten TV,2020-10-15,
2020年10月15日以降,不明,,,,配信,DMM.com,2020-10-15,
2020年10月15日以降,不明,,,,配信,ビデオマーケット,2020-10-15,
2020年10月15日以降,不明,,,,配信,HAPPY!動画,2020-10-15,
2020年10月15日以降,不明,,,,配信,ムービーフルplus,2020-10-15,
2020年10月15日以降,不明,,,,配信,クランクイン！ビデオ,2020-10-15,
