期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年10月7日 - 12月30日,金曜 23:00 - 23:30内のうちの6分程度。時間不定。,TOKYO MX,東京都,D4DJ番組『D4DJ Happy Around!の課外活動報告』内,放送,,2022-10-07,2022-12-30
2022年10月7日 - 12月30日,金曜 23:00 - 23:06,BS日テレ,日本全域,BS放送 / D4DJ番組『D4DJ Happy Around!の課外活動報告』番組内,放送,,2022-10-07,2022-12-30
2022年10月9日 - 2023年1月8日[92],日曜 23:40 - 23:46,AT-X,日本全域,CS放送,放送,,2022-10-09,2023-01-08
2022年10月11日 -,火曜 2:20 - 2:25（月曜深夜）,秋田朝日放送,秋田県,,放送,,2022-10-11,
2022年10月14日 - 2023年2月3日,金曜 2:45 - 2:50（木曜深夜）[注 30],新潟テレビ21,新潟県,[注 31],放送,,2022-10-14,2023-02-03
2022年10月24日[93] - 2023年2月13日[94],月曜 2:00 - 2:05（日曜深夜）[注 32],北陸朝日放送,石川県,,放送,,2022-10-24,2023-02-13
2022年10月7日 - 12月30日,金曜 23:00 -,,,D4DJチャンネルにて配信,配信,YouTube,2022-10-07,2022-12-30
2022年10月7日 - 12月30日,金曜 23:30 -,,,公式YouTubeチャンネルにて配信,配信,YouTube,2022-10-07,2022-12-30
2023年1月3日,火曜 9:40頃,TOKYO MX,東京都,特番『ブシロード New Year Movie Party 2023』内で放送,放送,,2023-01-03,
2022年1月3日,火曜 9:40頃,,,『バンドリちゃんねる☆』特番『ブシロード New Year Movie Party 2023』内で放送,配信,YouTube,2022-01-03,
2023年1月3日,火曜 10:00 -,,,公式YouTubeチャンネルにて配信,配信,YouTube,2023-01-03,
