期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年10月8日 - 12月31日,木曜 0:00 - 0:30（水曜深夜）,TOKYO MX,東京都,,放送,,2020-10-08,2020-12-31
2020年10月8日 - 12月31日,木曜 1:30 - 2:00（水曜深夜）,BS11,日本全域,BS放送 /『ANIME+』枠,放送,,2020-10-08,2020-12-31
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ABEMA,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,Amazonプライム・ビデオ,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,dアニメストア,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,FOD,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,GYAO!,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,J:COMオンデマンド,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,milplus,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,TELASA,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,TSUTAYA TV,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,U-NEXT,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,あにてれ,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,アニメ放題,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ニコニコ生放送,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,バンダイチャンネル,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ひかりTV,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ふらっと動画,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,DMM.com,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,Google Play,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,GYAO!ストア,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,music.jp,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,HAPPY!動画,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,Rakuten TV,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,VIDEX,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ゲオTV,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ビデオマーケット,2020-10-07,
2020年10月7日,木曜 0:30（水曜深夜） 更新,,,,配信,ムービーフルPlus,2020-10-07,
