期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年4月5日 - 6月21日,火曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2022-04-05,2022-06-21
2022年4月6日 - 6月22日,水曜 0:00 - 0:30（火曜深夜）,BS日テレ,日本全域,BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,,2022-04-06,2022-06-22
2022年4月6日 - 6月22日,水曜 2:30 - 3:00（火曜深夜）,毎日放送,近畿広域圏,製作参加 / 『アニメ特区』第1部,放送,,2022-04-06,2022-06-22
2022年4月7日 - 6月23日,木曜 21:30 - 22:00,AT-X,日本全域,CS放送 / 字幕放送[50] / リピート放送あり,放送,,2022-04-07,2022-06-23
2022年4月9日 - 6月25日,土曜 1:55 - 2:25（金曜深夜）,チューリップテレビ,富山県,PAワークス本部拠点所在県,放送,,2022-04-09,2022-06-25
2022年3月31日,木曜 23:00 - 23:30,,,,配信,ABEMA,2022-03-31,
2022年4月7日,木曜 23:00 更新,,,,配信,dアニメストア,2022-04-07,
2022年4月7日,木曜 23:00 更新,,,,配信,U-NEXT,2022-04-07,
2022年4月7日,木曜 23:00 更新,,,,配信,dTV,2022-04-07,
2022年4月7日,木曜 23:00 更新,,,,配信,アニメタイムズ,2022-04-07,
2022年4月10日,日曜 23:00 更新,,,,配信,Amazon Prime Video,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,Netflix,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,WOWOWオンデマンド,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,アニメ放題,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,バンダイチャンネル,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,Hulu,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,FOD,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,ひかりTV,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,ニコニコチャンネル,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,TVer,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,MBS動画イズム,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,GYAO!,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,ビデオマーケット,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,music.jp,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,GYAO!ストア,2022-04-10,
2022年4月10日,日曜 23:00 更新,,,,配信,クランクイン！ビデオ,2022-04-10,
2022年4月10日,日曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2022-04-10,
2022年4月10日,日曜 23:00以降 更新,,,,配信,Disney+,2022-04-10,
2022年4月11日,月曜 0:00（日曜深夜） 更新,,,,配信,TELASA,2022-04-11,
2022年4月11日,月曜 0:00（日曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-04-11,
2022年4月11日,月曜 0:00（日曜深夜） 更新,,,,配信,milplus,2022-04-11,
2022年4月11日,月曜 0:00（日曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-04-11,
2022年4月11日,月曜 10:00 更新,,,,配信,DMM.com,2022-04-11,
2022年4月11日,月曜 12:00 更新,,,,配信,HAPPY!動画,2022-04-11,
